date;PM10;NO2;O3;SO2;PM25;CO;TEMP;DV;PP;PA;VV;RS;UR;NOx;NO
16/07/2019 16:30;53;38,41;58,75;;23;0,383;25,98;335,32;0;911,82;2,81;142,84;38;;
16/07/2019 17:30;;33,73;64,92;;19;0,359;23,77;333,22;0;912,63;1,79;14,57;44;;
16/07/2019 18:30;82;62,76;28,73;;43;0,61;21,83;326,89;0;912,69;1,09;0;51;;
16/07/2019 19:30;74;59,75;12,07;;44;0,785;20,37;322,88;0;913,33;0,92;0;56;;
16/07/2019 20:30;68;38,05;9,09;;31;0,762;19,14;321,83;0;913,71;0,79;0;60;;
16/07/2019 21:30;76;27,23;7;;46;0,721;18,21;325,81;0;914,06;0,59;0;64;;
16/07/2019 22:30;54;13,77;4,12;;32;0,607;17,32;329,39;0;914,36;0,36;0;67;;
16/07/2019 23:30;51;14,03;3,69;;33;0,612;16,75;327;0;914,43;0,3;0;69;;
17/07/2019 00:30;49;6,31;2,02;;30;0,514;16,38;322,8;0;914,61;0,94;0;70;;
17/07/2019 01:30;25;3,21;4,83;;15;0,199;17,06;317,81;0;914,41;1,53;0;67;;
17/07/2019 02:30;25;2,01;5,81;;16;0,102;16,78;312,76;0;914,25;2,14;0;67;;
17/07/2019 03:30;28;2,04;5,37;;14;0,123;15,98;310,96;0;914,16;2,07;0;72;;
17/07/2019 04:30;29;1,61;5,32;;;0,139;14,92;293,9;0;914,5;2,96;0;79;;
17/07/2019 05:30;27;3,34;12,46;;19;0,128;14,27;296,67;0;914,95;2,86;0;84;;
17/07/2019 06:30;27;7,83;22,43;;21;0,13;14,13;293,53;0;915,55;2,19;3,54;85;;
17/07/2019 07:30;21;13,26;43,8;;14;0,131;14,81;278,65;0;916,5;2,28;109,93;81;;
17/07/2019 08:30;32;10,07;48,08;;15;0,122;17,29;268,92;0;917,65;2,81;297,42;70;;
17/07/2019 09:30;;7,83;41,89;;;0,122;18,29;257,73;0;918,48;3,25;397,66;65;;
17/07/2019 10:30;35;5,06;43,43;;11;0,113;19,15;229,62;0;918,85;3,54;590,21;60;;
17/07/2019 11:30;23;7,68;45,03;;11;0,155;20,6;232,83;0;918,56;3,21;665,31;54;;
17/07/2019 12:30;27;8,82;49,24;;19;0,213;21,76;251,52;0;917,87;2,7;675,15;51;;
17/07/2019 13:30;21;7,94;53,52;;13;0,168;23,26;159,71;0;917,07;2,12;611,77;48;;
17/07/2019 14:30;27;9,21;57,02;;13;0,184;23,88;199,56;0;916,61;2,25;467,74;46;;
17/07/2019 15:30;24;9,42;56,49;;11;0,184;22,94;168,75;0;916,34;2;245,97;48;;
17/07/2019 16:30;21;8,29;56,75;;14;0,143;21,47;160,21;0;916,67;2,38;129,03;51;;
17/07/2019 17:30;23;19,29;53,97;;13;0,18;18,46;122,47;0;917,14;1,86;16,36;58;;
17/07/2019 18:30;19;15,59;52,27;;16;0,133;17,2;173,1;0;917,64;1,68;0;62;;
17/07/2019 19:30;20;13,29;38,44;;10;0,083;16,24;156,96;0;918,24;1,62;0;63;;
17/07/2019 20:30;16;5,19;31,98;;12;0,012;15,65;207,01;0;918,56;2,19;0;61;;
17/07/2019 21:30;20;4,14;25,57;;10;;15,13;211,34;0;918,95;1,95;0;62;;
17/07/2019 22:30;12;1,79;15,52;;8;;14,52;173,57;0;919,07;2,24;0;63;;
17/07/2019 23:30;8;1,25;16,11;;6;;14,16;171,71;0;919,03;2,12;0;64;;
18/07/2019 00:30;10;0,63;8,09;;5;;13,89;159,06;0;918,84;1,98;0;66;;
18/07/2019 01:30;11;0,35;8,33;;4;;13,55;189;0;918,43;2,41;0;68;;
18/07/2019 02:30;9;0,38;8,18;;5;;13,22;196,13;0;918,31;1,92;0;70;;
18/07/2019 03:30;7;0,38;8,01;;4;;12,77;183,78;0;918,21;1,75;0;71;;
18/07/2019 04:30;10;0,36;7,69;;6;;12,52;204,24;0;918,08;2,15;0;73;;
18/07/2019 05:30;13;4,45;14,44;;10;0,046;12,14;304,6;0;918,45;1,07;0;76;;
18/07/2019 06:30;9;6,17;30,13;;7;0,037;12,11;164,69;0;918,85;1,49;5,58;76;;
18/07/2019 07:30;11;9,39;51,32;;5;0,055;12,5;182,7;0;919,54;2,29;105,09;74;;
18/07/2019 08:30;11;9,04;49,42;;6;0,095;15,4;178,37;0;920,87;2,36;291,7;65;;
18/07/2019 09:30;19;6,64;49,22;;10;0,101;17,99;148,6;0;921,63;2,58;474,2;58;;
18/07/2019 10:30;21;6,39;49,29;;11;0,132;18,72;130,29;0;921,48;2,57;482,77;55;;
18/07/2019 11:30;21;6,08;51,66;;10;0,16;21,39;153,1;0;920,88;2,62;670,36;46;;
18/07/2019 12:30;14;5,73;56,22;;;0,17;21,91;124,64;0;920,03;2,9;680,59;43;;
18/07/2019 13:30;10;6,43;54,7;;8;0,166;22,89;98,99;0;918,91;2,54;618,98;40;;
18/07/2019 14:30;19;10,49;52,17;;8;0,189;23,5;54,98;0;918,27;2,56;507,54;39;;
18/07/2019 15:30;20;11,3;52,21;;13;0,194;23,25;60,98;0;918,32;2,55;343,91;39;;
18/07/2019 16:30;24;10,99;51,36;;9;0,184;21,49;84,85;0;918,45;2,48;156,96;44;;
18/07/2019 17:30;21;14,95;52,47;;10;0,152;18,44;105,16;0;919,2;2,43;11,13;52;;
18/07/2019 18:30;19;11,18;54,48;;8;0,102;16,96;123,99;0;919,72;2,42;0;56;;
18/07/2019 19:30;;9,04;44,67;;;0,073;16,14;145,5;0;919,94;1,87;0;57;;
18/07/2019 20:30;18;7,17;31,21;;9;0,062;15,57;169,71;0;920,35;1,73;0;58;;
18/07/2019 21:30;11;6,11;23,23;;8;0,056;14,84;188,08;0;920,53;1,49;0;60;;
18/07/2019 22:30;14;2,96;13,04;;12;0,042;14,02;201,03;0;920,74;1,81;0;66;;
18/07/2019 23:30;12;2,5;12,42;;;0,034;13,21;182,59;0;920,47;1,47;0;72;;
19/07/2019 00:30;15;0,91;6,23;;8;0,022;12,72;185,47;0;920,33;1,64;0;75;;
19/07/2019 01:30;12;0,78;6,23;;4;0,018;12,3;209,97;0;920,03;1,42;0;77;;
19/07/2019 02:30;11;0,41;6,95;;3;0,013;12,89;111,69;0;919,96;2,46;0;76;;
19/07/2019 03:30;8;0,34;6,78;;3;;12,43;118,04;0;919,76;2,07;0;78;;
19/07/2019 04:30;10;0,49;6,8;;7;;12,25;93,86;0;919,84;2,13;0;78;;
19/07/2019 05:30;9;1,69;15,84;;6;0,01;12,02;108,52;0;919,9;2,16;0;77;;
19/07/2019 06:30;10;8,33;28,22;;3;0,044;11,98;106,88;0;920,23;1,94;2,71;74;;
19/07/2019 07:30;10;9,71;54,33;;4;0,034;12,76;124,61;0;920,96;2,25;113,45;70;;
19/07/2019 08:30;14;12,24;49,71;;3;0,086;16,33;122,93;0;921,84;2,34;303,29;57;;
19/07/2019 09:30;19;11,41;46,65;;5;0,119;18,24;66,31;0;922,64;3,08;471,12;52;;
19/07/2019 10:30;22;11,58;44,96;;6;0,14;20,34;35,24;0;922,16;3,16;593,6;47;;
19/07/2019 11:30;31;6,81;50,19;;7;0,14;21,24;81,59;0;921,72;3,67;677,9;46;;
19/07/2019 12:30;17;9,44;50,63;;10;0,18;21,96;35,79;0;920,98;3,1;614,66;46;;
19/07/2019 13:30;10;8,47;51,12;;6;0,184;22,28;61,98;0;919,58;3,04;595,16;45;;
19/07/2019 14:30;12;10,71;51,93;;;0,181;21,46;64,76;0;918,78;2,65;295,65;46;;
19/07/2019 15:30;15;15,06;46,62;;;0,198;20,52;21,59;0;918,82;2,25;157,28;49;;
19/07/2019 16:30;18;16,14;45,85;;8;0,175;20,19;39,43;0;919,09;2,17;85,47;49;;
19/07/2019 17:30;15;21,05;46,42;;8;0,181;18,54;34,34;0;919,71;2,21;4,93;57;;
19/07/2019 18:30;21;22,14;40,38;;7;0,178;17,63;33,26;0;920,06;2,03;0;62;;
19/07/2019 19:30;27;21,05;29,64;;9;0,169;17,2;6,34;0;920,21;2,01;0;63;;
19/07/2019 20:30;12;16,32;20,2;;;0,166;17,19;3,32;0;920,2;1,68;0;61;;
19/07/2019 21:30;16;12,15;15,92;;8;0,141;17,04;355,84;0;920,35;1,78;0;61;;
19/07/2019 22:30;15;8,83;7,23;;8;0,176;16,74;353,65;0;920,47;1,24;0;63;;
19/07/2019 23:30;;6,58;10,12;;;0,099;16,35;15,03;0;920,37;1,14;0;58;;
20/07/2019 00:30;6;1,36;6,89;;4;0,029;16,14;55,55;0;920,3;1,53;0;60;;
20/07/2019 01:30;4;0,97;7,39;;3;;14,93;82,74;0;919,7;1,47;0;62;;
20/07/2019 02:30;5;0,75;7,72;;4;;14,42;70,47;0;919,3;1,51;0;66;;
20/07/2019 03:30;6;0,68;7,21;;5;0,037;14,31;100,11;0;919,15;1,7;0;71;;
20/07/2019 04:30;10;0,9;6,52;;6;0,079;14,12;76,68;0;919,07;2,08;0;75;;
20/07/2019 05:30;11;2,34;14,48;;6;0,079;13,62;62,97;0;919,21;2,08;0;78;;
20/07/2019 06:30;20;9,75;22,47;;9;0,115;13,03;40,16;0;919,53;1,66;3,56;80;;
20/07/2019 07:30;16;16,01;40,52;;7;0,123;13,43;33,4;0;920,21;1,95;115,13;78;;
20/07/2019 08:30;14;13,31;43,4;;7;0,13;16,4;36,15;0;920,88;2,19;269,02;65;;
20/07/2019 09:30;23;10,11;47,84;;4;0,108;17,73;23,16;0;921,08;2,44;414,15;58;;
20/07/2019 10:30;17;8,45;50,5;;7;0,096;19,81;13,59;0;920,9;3,04;580,79;47;;
20/07/2019 11:30;21;8,06;51,12;;8;0,094;21,06;5,51;0;920,39;3,45;645,05;42;;
20/07/2019 12:30;19;7,4;50,14;;5;0,109;22,27;8,19;0;919,73;3,31;714,95;;;
20/07/2019 13:30;11;7,02;48,01;;9;0,114;22,27;7,74;0;918,96;3,45;578,72;41;;
20/07/2019 14:30;14;5,05;51,69;;6;0,089;22,04;57,99;0;918,4;3,17;473,92;41;;
20/07/2019 15:30;10;6,68;50,41;;8;0,106;22,05;43,85;0;918,02;2,98;337,08;42;;
20/07/2019 16:30;;7,28;49,82;;;0,098;20,65;52,6;0;918,04;3,05;137,43;46;;
20/07/2019 17:30;8;10,03;50,4;;7;0,098;18,34;68,35;0;918,13;2,37;15,51;57;;
20/07/2019 18:30;11;10,43;48,57;;5;0,09;16,69;72,2;0;918,26;2,18;0;64;;
20/07/2019 19:30;11;6,54;43,36;;5;0,087;15,83;80,96;0;918,54;2,74;0;70;;
20/07/2019 20:30;10;5,63;29,91;;8;0,104;15,38;59,75;0;918,81;2,25;0;71;;
20/07/2019 21:30;8;7,58;19,6;;;0,133;15,01;29,41;0;919,27;1,64;0;72;;
20/07/2019 22:30;9;3,75;11,9;;6;0,106;14,82;33,64;0;919,39;1,85;0;;;
20/07/2019 23:30;11;4,26;11,29;;6;0,106;14,7;10,57;0;919,28;1,79;0;74;;
21/07/2019 00:30;8;1,16;6,54;;4;0,051;14,72;40,34;0;919,14;1,94;0;74;;
21/07/2019 01:30;5;0,83;6,75;;1;0,039;14,41;60,89;0;918,91;2,05;0;76;;
21/07/2019 02:30;3;0,54;7,1;;;0,014;14,19;66,05;0;918,38;1,69;0;75;;
21/07/2019 03:30;7;1,4;6,12;;5;0,045;13,71;6,96;0;917,94;1,02;0;76;;
21/07/2019 04:30;6;0,86;6,69;;5;0,019;14,11;46,63;0;917,58;1,74;0;76;;
21/07/2019 05:30;;2,22;15,3;;;0,021;13,99;38,64;0;917,7;1,74;0;78;;
21/07/2019 06:30;4;6,53;27,02;;;0,046;14,11;40,57;0;917,97;1,68;4,5;77;;
21/07/2019 07:30;;9,82;47,47;;;0,055;15,02;41,99;0;918,62;2,15;115,5;75;;
21/07/2019 08:30;;6,76;47,9;;;0,058;17,53;33,65;0;919,51;2,54;261,55;68;;
21/07/2019 09:30;13;3,93;48,56;;6;0,061;18,59;69,85;0;920,06;3,24;404,89;63;;
21/07/2019 10:30;;6,4;46,62;;;0,089;20,89;8,21;0;920,24;3;460,95;54;;
21/07/2019 11:30;21;6,89;46,56;;7;0,122;22,95;352,04;0;919,85;3,86;774,36;47;;
21/07/2019 12:30;;;;;;;22,13;21,61;0;919,37;3,08;335,79;47;;
21/07/2019 13:30;10;6,98;46,94;;3;0,121;23,12;16,89;0;918,72;3,7;588,77;44;;
21/07/2019 14:30;7;6,21;49,53;;3;0,107;23,21;28,18;0;918,33;2,95;356,28;42;;
21/07/2019 15:30;6;6,58;49,05;;2;0,089;22,3;63,72;0;918,05;2,69;214,08;44;;
21/07/2019 16:30;;10,6;46,42;;;0,099;20,53;39,55;0;918,11;2,45;80,57;51;;
21/07/2019 17:30;;5,2;56,26;;;0,057;18,7;124,36;0;918,31;2,4;6,9;61;;
21/07/2019 18:30;;6,5;53,72;;;0,051;17,67;128,19;0;918,46;2,51;0;64;;
21/07/2019 19:30;10;11,06;39,13;;9;0,078;16,92;100,19;0;918,74;1,73;0;66;;
21/07/2019 20:30;20;10,55;25,34;;11;0,105;16,63;96,65;0;919,35;1,72;0;67;;
21/07/2019 21:30;;6,01;21,76;;;0,069;16,62;105,95;0;919,56;2,12;0;68;;
21/07/2019 22:30;;2,83;12,94;;;0,052;16,27;94,63;0;919,58;1,95;0;71;;
21/07/2019 23:30;;2,59;13,02;;;0,029;16,04;88,42;0;919,45;2,06;0;73;;
22/07/2019 00:30;6;1,13;6,45;;5;0,014;15,46;78,23;0;919,46;1,75;0;76;;
22/07/2019 01:30;;0,87;6,47;;3;;15,07;109,22;0;919,1;1,61;0;79;;
22/07/2019 02:30;5;1,24;5,93;;2;0,032;14,72;25,49;0;918,8;0,99;0;81;;
22/07/2019 03:30;;1,77;4,89;;;0,074;13,86;0,92;0;918,77;0,52;0;85;;
22/07/2019 04:30;8;3,1;3,42;;6;0,151;13,36;352,44;0;918,58;0,48;0;88;;
22/07/2019 05:30;;4,12;13,06;;;0,039;14,94;122,1;0;918,91;1,53;0;80;;
22/07/2019 06:30;15;10,09;24,21;;7;0,062;15,78;112,88;0;919,11;2,04;8,66;75;;
22/07/2019 07:30;;16,31;41,13;;;0,104;16;108,33;0;919,31;2,34;137,31;75;;
22/07/2019 08:30;8;13,22;44,73;;6;0,123;18,97;86,65;0;920,22;2,38;293,04;63;;
22/07/2019 09:30;11;11,21;43,59;;6;0,195;20,14;83,2;0;920,49;2,57;365,89;59;;
22/07/2019 10:30;10;14,57;39,37;;9;0,21;19,96;29,54;0;920,45;2,56;263,47;58;;
22/07/2019 11:30;13;11,84;41,85;;9;0,187;20,69;55,01;0;920,72;2,38;370,76;57;;
22/07/2019 12:30;13;9,91;45,3;;8;0,164;22,42;90,52;0;919,94;2,51;467,33;51;;
22/07/2019 13:30;14;8,36;47,68;;6;0,147;23,16;95,63;0;919,14;2,43;504,14;46;;
22/07/2019 14:30;9;8,17;50,16;;4;0,122;23,92;108,82;0;918,05;2,51;431,42;43;;
22/07/2019 15:30;9;10,98;45,84;;5;0,138;23,34;61,1;0;917,8;2,46;257,8;44;;
22/07/2019 16:30;;10,02;45,71;;;0,095;21,22;134,81;0;918,02;2,55;90,78;49;;
22/07/2019 17:30;;18,89;41,53;;4;0,158;19,66;124,13;0;918,17;2,02;11,45;55;;
22/07/2019 18:30;11;22,92;35,02;;4;0,12;18,51;121,86;0;918,09;1,76;0;60;;
22/07/2019 19:30;;12,06;35,9;;3;0,067;17,74;140,08;0;918,65;1,84;0;66;;
22/07/2019 20:30;10;10,34;24,28;;6;0,093;17,11;107,81;0;918,97;1,5;0;68;;
22/07/2019 21:30;9;9,23;17,74;;5;0,129;16,63;91,36;0;919,24;1,48;0;71;;
22/07/2019 22:30;10;6,78;8,42;;5;0,174;15,87;41,1;0;919,42;0,83;0;75;;
22/07/2019 23:30;13;8,94;5,52;;11;0,22;14,46;32,24;0;919,31;0,35;0;81;;
23/07/2019 00:30;12;3,94;2,91;;10;0,189;13,65;65,2;0;919,08;0,31;0;85;;
23/07/2019 01:30;9;2,38;4,19;;8;0,12;13,56;94,48;0;918,7;0,4;0;87;;
23/07/2019 02:30;6;1,82;4,75;;5;0,08;13,69;41,64;0;918,46;0,71;0;88;;
23/07/2019 03:30;6;0,72;6,32;;3;0,056;15,11;128,35;0;918,34;1,69;0;83;;
23/07/2019 04:30;5;0,65;6,57;;4;0,035;15,96;127,61;0;918,32;1,9;0;78;;
23/07/2019 05:30;;3,69;13,15;;;0,039;15,11;93,64;0;918,61;1,32;0;80;;
23/07/2019 06:30;17;21,38;10,89;;6;0,269;14,32;24,79;0;918,89;0,75;4,23;85;;
23/07/2019 07:30;18;25,93;29,83;;7;0,16;15,26;115,56;0;919,26;1,81;125,05;81;;
23/07/2019 08:30;;13,63;42,65;;;0,112;18,29;104,18;0;919,75;2,47;314,54;66;;
23/07/2019 09:30;7;11,33;42,04;;;0,121;19,98;78,2;0;920,1;2,43;464,55;59;;
23/07/2019 10:30;9;11,15;42,37;;7;0,128;22,02;36,41;0;919,94;2,38;607,4;51;;
23/07/2019 11:30;10;13,61;45,45;;;0,19;23,82;12,85;0;919,46;1,91;676,99;44;;
23/07/2019 12:30;18;13,34;49,82;;6;0,181;25,23;12,66;0;918,99;2,55;686,02;37;;
23/07/2019 13:30;16;12,41;51,68;;3;0,173;25,94;15,29;0;917,88;2,34;628,29;35;;
23/07/2019 14:30;13;14,26;52,29;;8;0,185;26,46;21,8;0;916,91;2,4;513,13;35;;
23/07/2019 15:30;18;16,89;45,92;;8;0,208;26,34;10,31;0;916,5;2,37;350,5;36;;
23/07/2019 16:30;26;21,28;39,31;;6;0,241;25,57;20,35;0;916,6;2,23;167,08;39;;
23/07/2019 17:30;15;15,03;51,75;;3;0,164;22,13;115,73;0;917,49;2,02;19,39;49;;
23/07/2019 18:30;19;19,49;46,27;;6;0,171;19,85;114,46;0;917,7;1,71;0;57;;
23/07/2019 19:30;18;15,13;41,65;;11;0,129;18,94;121,3;0;918,11;2,09;0;61;;
23/07/2019 20:30;16;9,29;28,32;;6;0,097;18,18;125,16;0;918,38;1,68;0;65;;
23/07/2019 21:30;7;6,34;19,75;;2;0,094;17,62;140,73;0;918,36;1,12;0;67;;
23/07/2019 22:30;;3,22;10,89;;;0,085;16,64;145,73;0;918,3;0,81;0;70;;
23/07/2019 23:30;;3,7;10,01;;;0,065;16,07;140,88;0;918,26;0,61;0;72;;
24/07/2019 00:30;20;3,42;3,25;;10;0,211;15,71;359,12;0;918,13;0,37;0;74;;
24/07/2019 01:30;19;4,65;2,02;;9;0,325;15;334,71;0;917,93;0,29;0;78;;
24/07/2019 02:30;13;3,89;2,59;;;0,17;15,16;18,88;0;917,66;;0;78;;
24/07/2019 03:30;10;3;2,86;;;0,127;14,19;259,99;0;917,4;0,23;0;82;;
24/07/2019 04:30;10;2,83;2,82;;8;0,09;13,66;287,9;0;917,3;0,23;0;84;;
24/07/2019 05:30;;8,15;6,53;;;0,15;13,54;353,94;0;917,41;0,27;0;85;;
24/07/2019 06:30;25;21,82;11,32;;16;0,475;15;3,82;0;917,56;0,62;4,77;78;;
24/07/2019 07:30;46;39,76;19,74;;19;0,682;16,15;16,17;0;917,86;0,84;115,73;76;;
24/07/2019 08:30;22;24,32;32,42;;9;0,327;20,8;43,84;0;918,41;1,7;306,37;61;;
24/07/2019 09:30;;17,74;36,22;;;0,259;22,65;36,75;0;918,82;2,39;472,22;54;;
24/07/2019 10:30;13;13,12;38,45;;7;0,236;24,28;14,2;0;918,62;2,16;599,88;50;;
24/07/2019 11:30;;13,34;43,41;;8;0,231;25,42;3,04;0;918,02;1,91;670,66;46;;
24/07/2019 12:30;11;12,6;48,39;;7;0,208;26,51;10,7;0;917,69;1,92;570,36;43;;
24/07/2019 13:30;10;17,69;50,34;;6;0,219;27,43;5,19;0;916,49;2,07;612,1;36;;
24/07/2019 14:30;22;16,91;57,62;;13;0,217;27,96;1,19;0;915,85;1,9;517,28;35;;
24/07/2019 15:30;16;10,72;57,97;;8;0,175;27,82;127,18;0;915,54;1,72;347,88;30;;
24/07/2019 16:30;13;12,24;51,68;;8;0,153;27,7;116,4;0;915,67;1,38;167,42;30;;
24/07/2019 17:30;14;19,69;42,06;;5;0,168;24,14;174,22;0;916,19;1,26;19,44;33;;
24/07/2019 18:30;;33,86;22,61;;13;0,285;21,24;41,39;0;916,52;1,26;0;39;;
24/07/2019 19:30;33;38,65;12,4;;14;0,426;19,98;353,43;0;916,81;1,09;0;48;;
24/07/2019 20:30;17;26,37;10,63;;11;0,235;18,16;24,93;0;917,19;0,4;0;56;;
24/07/2019 21:30;28;21,23;7,01;;13;0,341;17,32;29,52;0;917,35;0,51;0;60;;
24/07/2019 22:30;35;11,91;3,71;;18;0,35;16,3;9,95;0;917,35;0,23;0;64;;
24/07/2019 23:30;28;11,04;4,68;;13;0,327;15,68;68,36;0;917,38;0,23;0;69;;
25/07/2019 00:30;17;5,11;2,76;;10;0,23;15,73;22,29;0;917,28;0,38;0;69;;
25/07/2019 01:30;7;2,19;4,72;;5;0,172;15,35;229,47;0;916,89;0,58;0;70;;
25/07/2019 02:30;7;1,65;4,95;;5;0,089;15,09;253,11;0;916,47;1,09;0;70;;
25/07/2019 03:30;;1,25;5,15;;;0,044;14,07;315,02;0;916,2;0,23;0;;;
25/07/2019 04:30;11;2,52;4,35;;6;0,059;14,19;26,45;0;916,36;0,41;0;;;
25/07/2019 05:30;;8,81;7,91;;;0,123;14,58;40,94;0;916,71;0,82;0;74;;
25/07/2019 06:30;22;21,39;11,99;;6;0,183;15,22;99,81;0;917,04;1,1;5,09;74;;
25/07/2019 07:30;18;26,14;30,19;;4;0,157;16,59;110,75;0;917,73;1,59;124,16;72;;
25/07/2019 08:30;11;18,04;35,93;;8;0,179;20,41;71,18;0;918,65;2,14;311,77;62;;
25/07/2019 09:30;12;13,87;37,7;;7;0,202;22,23;58,47;0;919,36;2,42;475,52;57;;
25/07/2019 10:30;15;12,95;38,03;;6;0,234;24,15;35,01;0;919,27;2,35;601,62;51;;
25/07/2019 11:30;15;12,05;40,19;;13;0,212;25,29;13,48;0;918,66;3,03;673,78;47;;
25/07/2019 12:30;18;9,08;45,95;;7;0,19;25,99;40,23;0;917,73;2,7;680,5;44;;
25/07/2019 13:30;12;13,4;41,86;;5;0,228;26,74;18,72;0;916,95;2,8;625,77;42;;
25/07/2019 14:30;9;12,83;44,75;;6;0,209;27,29;31,31;0;916,75;2,65;513,49;42;;
25/07/2019 15:30;16;13,05;43,63;;7;0,198;26,91;33,47;0;916,81;2,57;352,67;44;;
25/07/2019 16:30;19;17,41;37,58;;10;0,233;25,9;33,27;0;917,06;2,21;173,13;47;;
25/07/2019 17:30;15;21,72;36,4;;6;0,203;22,58;99,06;0;917,36;1,89;21,25;56;;
25/07/2019 18:30;22;30,4;29,61;;3;0,255;20,45;77,31;0;917,58;1,39;0;62;;
25/07/2019 19:30;17;27,47;20,74;;5;0,23;19,33;52,57;0;917,68;1,05;0;67;;
25/07/2019 20:30;21;21,66;12,14;;11;0,335;18,23;357,56;0;917,66;0,57;0;70;;
25/07/2019 21:30;27;18,13;6,7;;15;0,413;16,83;249,32;0;917,66;0,5;0;74;;
25/07/2019 22:30;14;8,05;5,21;;8;0,297;16,55;289,69;0;917,83;0,68;0;73;;
25/07/2019 23:30;15;7,16;5,62;;8;0,217;15,92;290,88;0;918,02;0,67;0;75;;
26/07/2019 00:30;;1,73;4,83;;;0,075;16,41;205,54;0;918,01;1,16;0;73;;
26/07/2019 01:30;;0,96;5,54;;;0,016;16,38;182,44;0;917,77;1;0;74;;
26/07/2019 02:30;6;0,53;6,33;;4;;17,64;95,38;0;917,67;1,85;0;71;;
26/07/2019 03:30;11;2,71;3,77;;4;0,078;16,15;6,77;0;917,78;0,82;0;77;;
26/07/2019 04:30;12;1,33;5,06;;7;0,023;15,67;93,46;0;918,06;1,02;0;81;;
26/07/2019 05:30;9;2,56;12,41;;6;0,015;15,96;209,29;0;918,55;1,13;0;80;;
26/07/2019 06:30;;8,67;20,4;;;0,087;15,49;186,23;0;919,23;0,78;5,18;81;;
26/07/2019 07:30;15;16,39;35,88;;8;0,122;16,56;140,7;0;919,82;1,61;126,93;77;;
26/07/2019 08:30;14;12,98;39,25;;10;0,119;19,91;101,24;0;920,59;2,57;311,64;64;;
26/07/2019 09:30;17;11,52;38,48;;11;0,115;21,34;79,26;0;921,14;2,51;433,65;58;;
26/07/2019 10:30;13;6,99;42,99;;10;0,094;22,88;113,92;0;921,19;2,75;587,15;50;;
26/07/2019 11:30;12;6,86;45,64;;8;0,109;23,21;174,31;0;921,2;2,39;519,4;48;;
26/07/2019 12:30;14;6,94;49,76;;5;0,124;23,32;181,39;0;920,39;2,15;379,74;46;;
26/07/2019 13:30;14;5,58;54,1;;4;0,112;25,06;150,67;0;919,26;2,45;629,45;38;;
26/07/2019 14:30;18;13,84;53,22;;6;0,186;26,34;28,86;0;918,45;2,23;524,49;32;;
26/07/2019 15:30;14;15,88;52,72;;9;0,197;26,13;21,72;0;918,14;2,58;362,01;33;;
26/07/2019 16:30;15;13,46;58,15;;11;0,166;24,86;106,02;0;918,63;2,33;176,56;35;;
26/07/2019 17:30;24;23,89;51,93;;9;0,201;21,78;79,94;0;918,94;1,78;20,81;42;;
26/07/2019 18:30;22;20,6;48,54;;7;0,175;19,63;138,41;0;919,66;1,82;0;48;;
26/07/2019 19:30;17;14,31;42,67;;13;0,126;18,61;130,37;0;920,17;1,45;0;50;;
26/07/2019 20:30;10;7,51;31,68;;8;0,068;18,1;138,65;0;920,58;1,68;0;51;;
26/07/2019 21:30;13;10,99;17,12;;6;0,106;17,42;56,5;0;921,2;0,93;0;55;;
26/07/2019 22:30;19;9,66;5,7;;8;0,242;16,06;199,15;0;921,24;0,6;0;61;;
26/07/2019 23:30;16;9,69;4,94;;13;0,292;15,32;244;0;920,85;1,17;0;64;;
27/07/2019 00:30;;4,87;2,34;;12;0,384;14,87;276,43;0;920,68;0,96;0;65;;
27/07/2019 01:30;17;3,66;3,33;;12;0,274;14,11;268,27;0;920,4;1;0;68;;
27/07/2019 02:30;17;4,08;2,64;;8;0,266;13,46;294,76;0;920,18;0,62;0;71;;
27/07/2019 03:30;21;4,14;2,57;;8;0,249;13,29;276,52;0;920,17;0,5;0;72;;
27/07/2019 04:30;22;4,45;1,82;;14;0,474;12,79;246,73;0;920,21;0,43;0;75;;
27/07/2019 05:30;26;10,55;4,28;;16;0,438;12,24;307,18;0;920,48;0,42;0;78;;
27/07/2019 06:30;25;19,75;8,49;;9;0,449;11,98;317,36;0;920,84;0,37;7,15;81;;
27/07/2019 07:30;34;38,38;16,91;;14;0,624;13,8;330,31;0;921,29;0,59;138,83;76;;
27/07/2019 08:30;21;31,84;28,1;;15;0,433;19,25;1,22;0;921,68;1,75;319,12;61;;
27/07/2019 09:30;13;17,78;37,24;;8;0,268;21,39;10,5;0;922,02;2,15;489,55;55;;
27/07/2019 10:30;13;11,44;43,39;;3;0,205;23,3;2,12;0;921,62;1,87;564,23;43;;
27/07/2019 11:30;8;10,11;49,86;;5;0,182;24,31;357,3;0;920,96;1,85;735,35;39;;
27/07/2019 12:30;17;12,64;55,81;;10;0,203;24,88;0,38;0;919,88;2,36;702,92;37;;
27/07/2019 13:30;12;13,28;59,19;;11;0,222;25,39;350,69;0;918,74;2,07;636,25;36;;
27/07/2019 14:30;18;11,53;65,14;;8;0,191;26,49;23,21;0;917,95;2,02;516,87;34;;
27/07/2019 15:30;16;16,18;62,6;;11;0,216;26,33;347,04;0;917,52;1,55;355,38;33;;
27/07/2019 16:30;22;19,27;54,91;;8;0,21;25,84;11,92;0;917,61;2,04;168,81;33;;
27/07/2019 17:30;24;23,29;56,38;;11;0,21;22,46;47,5;0;917,95;1,5;19,29;42;;
