date;PM10;NO2;O3;SO2;PM25;CO;TEMP;DV;PP;PA;VV;RS;UR;NOx;NO
18/03/2019 21:30;52;22,51;131,83;3,02;;1,485;23,82;325,49;0;910,21;0,55;0;79;;
18/03/2019 22:30;46;11,69;69,87;1,82;;1,565;23,7;319,96;0;909,99;0,6;0;79;;
18/03/2019 23:30;37;10,16;65,38;1,74;;1,172;23,44;335,85;0;909,93;0,43;0;80;;
19/03/2019 00:30;44;4,22;36,72;0,88;;1,22;22,83;312,76;0;909,48;0,29;0;84;;
19/03/2019 01:30;30;3,81;33,21;;;1,013;22,41;322,32;0;909,03;0,81;0;85;;
19/03/2019 02:30;29;3,41;31,58;;;0,877;21,91;339,58;0;908,81;0,39;0;86;;
19/03/2019 03:30;30;3,17;35,34;0,87;;0,955;21,6;309,33;0;908,54;0,28;0;89;;
19/03/2019 04:30;23;2,91;35,57;0,87;;0,959;21,32;317,04;0;908,46;0,31;0;91;;
19/03/2019 05:30;37;5,62;77,53;2,07;;0,987;21,07;306,32;0;908,57;0,31;0,01;92;;
19/03/2019 06:30;49;12,3;159,54;4,25;;1,242;21,36;112,8;0;908,83;0,28;35,3;92;;
19/03/2019 07:30;56;30,11;329,7;7,95;;1,664;23,27;356,07;0;909,41;0,74;139,09;84;;
19/03/2019 08:30;47;35,15;289,97;6,59;;1,425;24,82;359,22;0;909,96;1;279,27;77;;
19/03/2019 09:30;39;35,9;255,29;5,94;;1,18;27,14;325,94;0;909,99;1,17;588,45;67;;
19/03/2019 10:30;30;31,11;233,87;5,51;;0,953;28,92;68,2;0;909,59;1,54;665,88;61;;
19/03/2019 11:30;28;27,95;212,74;5,48;;0,866;30,56;7,1;0;908,84;1,69;893,98;55;;
19/03/2019 12:30;40;36,44;238,75;5,63;;0,9;30,55;16,73;0;907,94;1,86;456,18;55;;
19/03/2019 13:30;27;26,96;181,82;5,62;;0,797;30,46;348,55;0;907,06;2,36;388,01;52;;
19/03/2019 14:30;18;21,25;140,38;5,78;;0,774;31,25;342,5;0;906,33;3,33;528,39;48;;
19/03/2019 15:30;34;32,44;186,11;5,82;;0,86;28,82;337,85;0;906,32;2,98;200,16;58;;
19/03/2019 16:30;41;45,62;156,69;7,49;;1,013;27,94;334,26;0;906,4;1,8;84,35;59;;
19/03/2019 17:30;41;51,53;180,55;8,74;;1,091;27,14;322,65;0;906,58;1,38;23,9;62;;
19/03/2019 18:30;42;51,61;188,25;10,28;;1,072;26,38;334,01;0;907,42;1,93;0,01;65;;
19/03/2019 19:30;20;34,01;160,77;7,13;;1,044;25,45;328,45;0;907,73;0,95;0;68;;
19/03/2019 20:30;34;26,27;103,75;5,02;;0,981;25,56;335,54;0;908,84;1,56;0;67;;
19/03/2019 21:30;12;9,92;94,05;3,5;;0,772;24,65;333,61;0;909,4;2,3;0;71;;
19/03/2019 22:30;25;9,27;54,3;1,81;;0,89;21,52;13,71;0,6;909,88;0,7;0;86;;
19/03/2019 23:30;17;10,63;53,26;1,78;;0,851;21,37;19,66;0;909,44;0,54;0;88;;
20/03/2019 00:30;15;4,6;28,62;0,88;;0,818;21,63;326,74;0;908,69;0,27;0;88;;
20/03/2019 01:30;14;3,44;32,29;;;0,777;21,85;320,96;0;908,24;0,27;0;87;;
20/03/2019 02:30;;2,68;31,96;;;0,725;21,97;324,89;0;907,72;0,7;0;86;;
20/03/2019 03:30;12;1,38;26,91;0,87;;0,633;21,78;303,94;0;907,35;0,92;0;85;;
20/03/2019 04:30;12;1,63;26,29;0,87;;0,641;21,48;278,08;0;907,37;0,5;0;;;
20/03/2019 05:30;14;6,98;55,3;2,07;;0,671;21,14;286,67;0;907,35;0,53;0;86;;
20/03/2019 06:30;18;15,66;105,62;3,98;;0,847;21,24;247,86;0;907,45;0,33;30,07;86;;
20/03/2019 07:30;16;29,49;189,18;6,7;;0,958;24,02;247,06;0;908,07;0,63;198,11;75;;
20/03/2019 08:30;17;21,09;176,38;6,34;;0,804;26,03;303,31;0;908,82;1,61;380,92;65;;
20/03/2019 09:30;13;17,87;182,3;5,84;;0,792;27,4;298,03;0;908,97;1,69;499,79;62;;
20/03/2019 10:30;22;23;183,1;5,5;;0,817;29,22;67,68;0;908,99;2,15;775,1;57;;
20/03/2019 11:30;15;19,14;179,6;5,48;;0,721;30,41;80,11;0;908,61;2,43;791,35;54;;
20/03/2019 12:30;16;27,64;196,57;5,65;;0,773;29,58;59,13;0;907,78;2,51;321,58;56;;
20/03/2019 13:30;12;15,34;345,43;5,67;;0,703;24,06;139,25;2,8;907,2;2,43;262,58;83;;
20/03/2019 14:30;11;21,05;343,2;5,84;;0,824;27,46;117,11;0;906,19;1,47;431,93;66;;
20/03/2019 15:30;;;;;;;28,92;64,97;0;905,16;1,38;266;57;;
20/03/2019 16:30;16;20,56;264,49;5,92;;0,73;27,44;172,66;0;904,96;1,61;137,05;65;;
20/03/2019 17:30;22;32,75;244,97;6,49;;0,862;26,26;179,35;0;905,12;1,19;38,88;67;;
20/03/2019 18:30;29;48,09;212,59;6,36;;1,254;24,97;211,62;0;905,94;1,14;0,01;71;;
20/03/2019 19:30;34;35,67;225,46;5,35;;1,042;24,79;299,24;0;906,77;1,43;0;74;;
20/03/2019 20:30;41;27,88;174,23;3,86;;1,079;24,3;276,65;0;907,71;0,71;0;78;;
20/03/2019 21:30;37;22,29;149,5;3;;1,136;23,94;343,56;0;908,24;0,37;0;81;;
20/03/2019 22:30;33;11,12;85,19;1,73;;1,177;24,24;319,04;0;908,49;0,71;0;79;;
20/03/2019 23:30;;;;;;;22,67;279,71;8,8;908,35;1,32;;89;;
21/03/2019 00:30;2;1,67;36,07;0,87;;0,656;21,42;273,71;6;908,11;1,8;0;;;
21/03/2019 01:30;4;1;30,99;;;0,599;20,53;164,07;1,4;907,64;1,47;0;;;
21/03/2019 02:30;11;1,97;27,85;;;0,617;20,42;323,09;0,8;908,17;2,22;0;92;;
21/03/2019 03:30;7;1,62;23,95;0,88;;0,607;19,85;303,38;3,6;908,2;1,16;0;92;;
21/03/2019 04:30;6;1,79;25,09;0,88;;0,605;19,91;207,28;5,4;907,92;1,18;0;94;;
21/03/2019 05:30;3;6,38;52,97;2,08;;0,615;19,67;226,71;0;907,58;1,28;0;94;;
21/03/2019 06:30;3;12,43;85,41;4;;0,677;19,77;185,33;0;907,94;1,49;21,78;90;;
21/03/2019 07:30;17;23,16;146,08;6,77;;0,775;20,83;138,77;0;908,46;1,18;123,08;85;;
21/03/2019 08:30;16;17,88;131,29;6,43;;0,735;22,07;90,4;0;908,77;1,31;197,33;77;;
21/03/2019 09:30;16;15,03;121,58;5,93;;0,772;22,85;134,96;0;909,34;1,49;256,89;73;;
21/03/2019 10:30;12;11,3;147,04;5,59;;0,75;24,12;166,18;0;909,63;1,56;424,06;71;;
21/03/2019 11:30;9;7,68;166,15;5,56;;0,652;26,19;93,63;0;909,22;1,95;525,39;65;;
21/03/2019 12:30;13;10,46;160,83;5,71;;0,667;26,35;34,46;0;908,6;1,57;401,26;64;;
21/03/2019 13:30;13;16,54;162,28;5,62;;0,714;27,17;11,28;0;907,67;1,65;411,69;62;;
21/03/2019 14:30;15;16,3;167,59;5,84;;0,682;27,57;12,2;0;906,84;2,03;466,67;60;;
21/03/2019 15:30;17;17,92;236,46;5,89;;0,774;25,14;24,73;7,4;906,65;0,99;70,48;73;;
21/03/2019 16:30;27;25,11;352,98;6,32;;1,152;23,26;349,88;2,4;906,56;0,71;138,84;88;;
21/03/2019 17:30;32;14,87;274,53;6,72;;0,841;23,32;34,61;0;906,92;1,24;33,45;80;;
21/03/2019 18:30;11;17,73;180,69;6,42;;0,732;22,53;56,64;0;907,9;1,35;0;79;;
21/03/2019 19:30;11;15,8;165,14;5,41;;0,734;21,29;87,65;2,2;908,58;1,07;0;88;;
21/03/2019 20:30;4;7,23;125,73;3,9;;0,653;20,91;88,5;0,4;909,51;1,27;0;90;;
21/03/2019 21:30;2;5,94;75,66;3,03;;0,686;20,49;18,54;0,4;910,36;0,87;0;88;;
21/03/2019 22:30;7;4,83;41,49;1,76;;0,764;20,16;14,82;0,6;910,41;0,86;0;90;;
21/03/2019 23:30;6;4,13;39,87;1,76;;0,676;19,86;359,41;2;910,32;0,63;0;91;;
22/03/2019 00:30;7;1,25;20,07;;;0,651;19,33;304,97;9,2;910,23;0,67;0;93;;
22/03/2019 01:30;7;1;18,3;;;0,603;18,87;260,76;4,2;909,9;0,61;0;95;;
22/03/2019 02:30;6;0,92;17,12;;;0,593;18,6;320,64;0,8;909,5;1,03;0;94;;
22/03/2019 03:30;3;0,63;15,41;0,88;;0,568;18,38;354,63;1,2;909,55;1,1;0;93;;
22/03/2019 04:30;;0,62;14,88;0,88;;0,6;18,28;222,07;1,6;909,76;1,28;0;92;;
22/03/2019 05:30;4;4,84;32,54;2,09;;0,638;18,23;347,05;1,8;910,27;0,96;0;92;;
22/03/2019 06:30;2;7,31;;4,03;;0,687;17,99;48,77;8,8;910,93;1,56;8,88;93;;
22/03/2019 07:30;6;18,86;;6,83;;0,807;18,23;359,23;0,6;911,46;1,5;79,86;93;;
22/03/2019 08:30;6;14,12;;6,49;;0,755;19,2;16,49;0;912,22;2,1;181,21;87;;
22/03/2019 09:30;27;11,96;;5,98;;0,738;20,36;0,35;0;912,69;1,85;253,04;81;;
22/03/2019 10:30;5;8,61;;5,67;;0,712;20,1;44,81;1,2;912,93;1,84;316,31;83;;
22/03/2019 11:30;3;7,02;;5,64;;0,697;21,54;86,66;0;912,6;1,89;360,51;77;;
22/03/2019 12:30;7;8,1;;5,79;;0,697;21,98;128,55;0,2;912,03;1,62;360,23;76;;
22/03/2019 13:30;;;;;;;19,95;31,9;0;911,58;1,71;217,78;86;;
22/03/2019 14:30;;8,78;;5,99;;0,697;19,98;117,67;0,4;911,22;1,75;233,49;86;;
22/03/2019 15:30;15;9,42;;5,99;;0,684;20,23;80,83;0;911;1,63;174,48;82;;
22/03/2019 16:30;13;11,3;;6,08;;0,708;19,73;57,17;0;911,01;1,33;60,66;83;;
22/03/2019 17:30;17;13,15;;6,65;;0,721;19,35;64,95;0;911,31;1,34;16,25;83;;
22/03/2019 18:30;9;16,4;;6,49;;0,776;19,37;46,01;0;911,82;1,44;0,01;82;;
22/03/2019 19:30;7;8,61;;5,45;;0,685;19,34;91,99;0;912,3;1,92;0;82;;
22/03/2019 20:30;4;5,57;50,6;3,93;;0,688;18,56;51,74;0,6;912,8;1,93;0;85;;
22/03/2019 21:30;3;3,86;39,79;3,05;;0,672;18,53;20,7;0;913,31;1,7;0;84;;
22/03/2019 22:30;11;2,06;21,51;1,77;;0,677;18,64;75,34;0;913,2;1,76;0;;;
22/03/2019 23:30;6;1,35;22,63;1,77;;0,647;18,53;49,32;0;913,24;1,55;0;82;;
23/03/2019 00:30;2;0,37;11,07;0,88;;0,6;18,48;76,25;0;913,14;1,86;0;82;;
23/03/2019 01:30;2;0,36;10,11;0,88;;0,629;18,25;81,46;0;912,71;1,98;0;80;;
23/03/2019 02:30;4;0,22;9,94;;;0,587;17,85;125,33;0;912,46;2,06;0;80;;
23/03/2019 03:30;3;0,26;8,78;0,89;;0,614;17,38;129,03;0;912,22;1,97;0;78;;
23/03/2019 04:30;6;0,24;7,63;0,89;;0,603;17,32;127,45;0;912,09;1,92;0;74;;
23/03/2019 05:30;13;2,74;16,95;2,09;;0,639;17,57;330;0;912,34;0,81;0;74;;
23/03/2019 06:30;7;6,12;28,56;4,02;;0,687;17,85;75,27;0;913,08;0,97;20,24;69;;
23/03/2019 07:30;6;12,45;41,21;6,81;;0,73;19,07;90,64;0;913,81;0,99;143,59;63;;
23/03/2019 08:30;13;9,54;42,92;6,46;;0,703;20,6;161,97;0;914,66;1,51;301,25;58;;
23/03/2019 09:30;7;5,17;48,09;5,92;;0,65;23,52;83,55;0;914,78;1,74;684,05;52;;
23/03/2019 10:30;6;6,91;55,53;5,57;;0,675;25,18;28,74;0;914,57;2,1;761,21;52;;
23/03/2019 11:30;8;10,55;63,29;5,57;;0,705;25,38;353,31;0;914,04;2,62;708,78;56;;
23/03/2019 12:30;9;9,3;68,38;5,71;;0,671;26,13;355,65;0;913,11;2,7;755,64;54;;
23/03/2019 13:30;8;7,6;68,43;5,64;;0,633;26,1;9,24;0;912,43;2,29;476,77;54;;
23/03/2019 14:30;6;11,26;74,59;5,86;;0,686;26,38;348,41;0;911,83;2,1;461,12;56;;
23/03/2019 15:30;11;10,29;88,92;5,85;;0,667;27,14;351,73;0;911,37;2,26;485,64;55;;
23/03/2019 16:30;10;11,84;90,66;5,94;;0,653;26,3;3,08;0;911,38;2,04;189,29;58;;
23/03/2019 17:30;7;9,82;102,78;6,55;;0,672;23,75;45,74;0;911,64;1,76;25,83;66;;
23/03/2019 18:30;11;9,79;95,08;6,41;;0,693;22,87;50,75;0;912,17;1,7;0,01;69;;
23/03/2019 19:30;12;9,68;76,65;5,39;;0,711;22,4;28,72;0;912,83;1,59;0;71;;
23/03/2019 20:30;9;5,64;56,53;3,89;;0,695;22,05;53,52;0;913,29;1,87;0;71;;
23/03/2019 21:30;13;3,36;43,25;3,02;;0,694;21,7;90,62;0;913,61;1,58;0;74;;
23/03/2019 22:30;11;1,6;26,56;1,75;;0,673;21,19;94,88;0;913,7;1,44;0;77;;
23/03/2019 23:30;9;2,72;24,45;1,75;;0,699;20,95;29,67;0;913,49;1,15;0;78;;
24/03/2019 00:30;11;1,42;11,74;;;0,683;20,69;17,58;0;913,26;1,13;0;79;;
24/03/2019 01:30;8;0,61;11,87;;;0,628;20,14;33,71;0;912,85;1,14;0;79;;
24/03/2019 02:30;6;1,12;11,64;;;0,665;19,73;355,1;0;912,4;0,3;0;;;
24/03/2019 03:30;10;2,43;10,88;0,88;;0,714;19,85;292,38;0;912,15;0,3;0;83;;
24/03/2019 04:30;5;0,77;11,84;0,88;;0,63;19,83;171,26;0;912,13;0,65;0;83;;
24/03/2019 05:30;4;1,76;27,54;2,08;;0,621;19,93;47,87;0;912,3;0,49;0,02;82;;
24/03/2019 06:30;4;4,03;52,71;3,99;;0,647;20,34;142,42;0;912,59;0,71;36,76;80;;
24/03/2019 07:30;5;4,64;93,39;6,75;;0,626;21,96;161,3;0;913,11;1,13;176,27;73;;
24/03/2019 08:30;4;4,32;94,9;6,37;;0,608;24,73;246,73;0;913,91;0,8;386,41;63;;
24/03/2019 09:30;7;8,66;95,4;5,86;;0,644;26,37;349,21;0;914,12;1,18;567,62;59;;
24/03/2019 10:30;6;6,55;97,89;5,54;;0,608;26,93;354,77;0;913,81;2,08;612,13;58;;
24/03/2019 11:30;6;6,6;93,51;5,51;;0,59;28,56;344,49;0;913,44;1,6;909,49;52;;
24/03/2019 12:30;8;10,02;99,58;5,66;;0,616;28,83;346,33;0;912,68;1,95;665,13;51;;
24/03/2019 13:30;15;16,62;123,05;5,62;;0,717;26,71;334,09;3,8;912,07;1,24;146,17;61;;
24/03/2019 14:30;13;8,61;238,61;5,91;;0,694;24,18;159,35;0,4;911,51;1,14;205,56;77;;
24/03/2019 15:30;12;5,89;157,06;5,9;;0,635;24,46;61,38;0;911,29;1,71;120,1;71;;
24/03/2019 16:30;9;5,16;149,99;6;;0,624;23,61;97,47;0;911,25;1,98;87,1;73;;
24/03/2019 17:30;8;5,93;135,79;6,58;;0,619;22,16;75,88;0;911,23;1,7;13,18;77;;
24/03/2019 18:30;13;13,21;118,71;6,43;;0,776;21,9;346,53;0;911,67;0,72;0;77;;
24/03/2019 19:30;;8,35;97,05;5,4;;0,717;22,02;59,12;0;912,21;1,04;0;76;;
24/03/2019 20:30;;4,25;63,67;3,89;;0,656;21,59;64,63;0;912,7;1,2;0;76;;
24/03/2019 21:30;;3,95;47,69;3,03;;0,655;20,8;19,62;0;912,92;0,67;0;79;;
24/03/2019 22:30;;2,92;25,68;1,76;;0,695;19,85;60,85;0;913,17;0,68;0;84;;
24/03/2019 23:30;;1,86;27,89;1,76;;0,667;19,85;120,34;0;913,23;0,82;0;84;;
25/03/2019 00:30;;0,7;13,31;;;0,616;19,47;164,91;0;913,06;0,84;0;85;;
25/03/2019 01:30;;0,7;12,31;;;0,622;18,97;155,17;0;912,69;0,75;0;87;;
25/03/2019 02:30;;0,87;13,4;;;0,622;19,05;199,06;0;912,26;0,56;0;88;;
25/03/2019 03:30;;0,6;11,75;0,88;;0,603;18,65;165,96;0;911,93;0,84;0;87;;
25/03/2019 04:30;;0,77;12,18;0,88;;0,615;18,36;170,06;0;911,87;0,86;0;88;;
25/03/2019 05:30;;4,48;24,26;2,09;;0,665;17,89;167,89;0;912,03;0,56;0,01;89;;
25/03/2019 06:30;;12,92;41,01;4,03;;0,831;17,66;59,12;0;912,22;0,29;34,54;90;;
25/03/2019 07:30;;29,49;72,91;6,8;;1,141;22,4;351,74;0;912,47;0,79;240,72;71;;
25/03/2019 08:30;;19,87;65,44;6,36;;0,853;25,37;7,1;0;912,91;1,84;441,77;56;;
25/03/2019 09:30;;14,56;58,73;5,87;;0,752;26,29;356,52;0;913,14;2,23;678,31;51;;
25/03/2019 10:30;;13,33;76,22;5,54;;0,73;27,19;351,79;0;912,83;2,55;802,71;52;;
25/03/2019 11:30;;11,59;85,58;5,52;;0,705;28,35;0,63;0;912,14;1,94;875,38;50;;
25/03/2019 12:30;;13,83;86,18;5,66;;0,684;28,91;22,09;0;911,46;1,7;694,51;46;;
25/03/2019 13:30;;13,22;77,13;5,56;;0,689;30,08;359,52;0;910,78;1,63;768,82;40;;
25/03/2019 14:30;;19,71;85,36;5,79;;0,713;30,01;346,4;0;910,06;1,2;392,73;41;;
25/03/2019 15:30;;26,42;81,84;5,78;;0,767;30,79;342,12;0;909,55;1,67;491,33;40;;
25/03/2019 16:30;;34,4;79,16;5,89;;0,851;29,26;338,19;0;909,3;1,37;146,12;43;;
25/03/2019 17:30;;34,25;84,54;6,47;;0,838;27,4;352,81;0;909,34;1,6;27,03;50;;
25/03/2019 18:30;;24,86;100,25;6,34;;0,807;25,86;22,03;0;910,04;1,65;0;57;;
25/03/2019 19:30;;13,45;91,59;5,34;;0,807;24,93;40,48;0;910,81;1,67;0;60;;
25/03/2019 20:30;;6,39;66,07;3,86;;0,718;24,25;46,44;0;911,6;1,29;0;64;;
25/03/2019 21:30;;7,82;51,26;3,01;;0,762;22,92;18,3;0;912;0,63;0;71;;
25/03/2019 22:30;;6,05;28,06;1,75;;0,845;22;124,1;0;912,06;0,91;0;74;;
25/03/2019 23:30;;4,58;27,54;1,75;;0,759;21,43;159,53;0;911,88;0,9;0;77;;
26/03/2019 00:30;;2,53;13,24;;;0,761;20,71;127,67;0;911,63;0,6;0;80;;
26/03/2019 01:30;;1,28;12,4;;;0,684;20,51;154,77;0;911,27;1,13;0;79;;
26/03/2019 02:30;;0,89;11,51;;;0,634;20,11;162,88;0;911,29;1,04;0;78;;
26/03/2019 03:30;;1;11,47;0,88;;0,641;19,43;138,32;0;911,38;0,69;0;81;;
26/03/2019 04:30;;1,2;10,68;0,88;;0,611;19,62;212,1;0;911,39;1,08;0;79;;
26/03/2019 05:30;;3,77;22,34;2,08;;0,646;19,63;180,03;0;911,56;1,89;0,02;77;;
26/03/2019 06:30;;11,39;44,12;3,99;;0,769;20,04;194,14;0;912,15;1,46;33,98;76;;
26/03/2019 07:30;;19,53;79,94;6,71;;0,842;23,6;117,52;0;913;0,91;256,53;65;;
26/03/2019 08:30;;27,44;85,91;6,33;;0,936;26,73;39,64;0;913,62;1,23;455,25;56;;
26/03/2019 09:30;;10,39;79,58;5,83;;0,694;27,9;32,93;0;913,79;1,67;620,25;49;;
26/03/2019 10:30;;6,3;73,99;5,51;;0,625;28,63;93,52;0;913,57;1,83;717,31;46;;
26/03/2019 11:30;;10,06;78,44;5,51;;0,671;28,49;111,65;0;913,22;1,77;491,64;46;;
26/03/2019 12:30;;10,32;75,11;5,65;;0,673;29,34;334,61;0;912,45;1,47;612,88;42;;
26/03/2019 13:30;;11,31;74,23;5,59;;0,69;30,34;358,73;0;911,52;1,44;687,66;40;;
26/03/2019 14:30;;10,75;80,84;5,79;;0,668;30,06;287,41;0;910,61;1,53;414,54;40;;
26/03/2019 15:30;;14,46;77,46;5,81;;0,682;29,08;246,18;0;910,3;1,11;187,23;42;;
26/03/2019 16:30;;21,52;69,04;5,91;;0,8;28,29;198,98;0;910,52;1,34;110,7;44;;
26/03/2019 17:30;;21,62;75,19;6,47;;0,748;27,14;85,84;0;910,95;1,19;27,64;47;;
26/03/2019 18:30;;12,75;79,62;6,35;;0,695;25,56;48,86;0;911,6;1,73;0;53;;
26/03/2019 19:30;;15,24;62,73;5,36;;0,751;24,13;96,28;0;912,15;1,38;0;58;;
26/03/2019 20:30;;6,67;46,96;3,87;;0,714;23,7;42,63;0;912,85;1,64;0;59;;
26/03/2019 21:30;;4,43;35,95;3;;0,702;23,09;59,56;0;913,39;1,73;0;61;;
26/03/2019 22:30;;1,37;22,89;1,74;;0,681;22,77;111,77;0;913,69;2,15;0;61;;
26/03/2019 23:30;;1,29;22,49;1,74;;0,678;22,31;150,9;0;913,73;2,29;0;62;;
27/03/2019 00:30;;0,6;11,13;0,87;;0,648;22,06;197,89;0;913,5;2,53;0;63;;
27/03/2019 01:30;;0,56;11,62;0,87;;0,642;21,55;1,87;0;913,57;1,43;0;66;;
27/03/2019 02:30;;0,44;11,73;;;0,65;20,7;39,9;0;913,73;0,85;0;70;;
27/03/2019 03:30;;0,68;11,47;0,88;;0,652;19,53;267,94;0;913,7;0,52;0;76;;
27/03/2019 04:30;;2,2;10,13;0,88;;0,718;19,81;351,2;0;914,09;1,16;0;75;;
27/03/2019 05:30;;5,52;23,13;2,08;;0,728;19,71;17,54;0;914,54;1,07;0;75;;
27/03/2019 06:30;;7,54;47,04;3,99;;0,729;20,14;130,61;0;914,88;1,5;36,06;72;;
27/03/2019 07:30;;17,82;79,84;6,76;;0,784;21,44;118,77;0;915,4;1,22;162,6;69;;
27/03/2019 08:30;;13,68;92,82;6,39;;0,782;23,55;34,72;0;916,04;1,98;326,45;63;;
27/03/2019 09:30;;10,61;95,83;5,94;;0,712;24,87;55,51;0;916,23;2,45;535,43;59;;
27/03/2019 10:30;;12,55;94,39;5,55;;0,727;26,52;4,12;0;916,13;1,89;711,53;56;;
27/03/2019 11:30;;14,46;99,76;5,52;;0,728;27,98;357,9;0;915,53;1,89;816,9;52;;
27/03/2019 12:30;;17,78;96,47;5,67;;0,732;28,6;347,68;0;914,58;1,86;710,32;48;;
27/03/2019 13:30;;14,53;98,08;5,57;;0,678;29,39;0,85;0;913,87;1,56;695,11;45;;
27/03/2019 14:30;;19,88;95,17;5,8;;0,743;29,76;351,05;0;913,33;1,46;456,97;43;;
27/03/2019 15:30;;26,15;94,18;5,83;;0,8;28,06;337,06;0;913,11;1,08;121,44;46;;
27/03/2019 16:30;;30,41;95,15;5,92;;0,811;27,59;3,76;0;913,14;1,22;82,56;50;;
27/03/2019 17:30;;25,78;100,75;6,48;;0,778;26,73;14,51;0;913,32;1,2;21,86;53;;
27/03/2019 18:30;;20,8;108,74;6,35;;0,786;25,47;66,72;0;914;1,71;0;59;;
27/03/2019 19:30;;10,58;82,29;5,36;;0,698;24,06;89,43;0;914,5;1,49;0;63;;
27/03/2019 20:30;;7,19;52,46;3,87;;0,69;23,25;34,54;0;915,18;1,5;0;64;;
27/03/2019 21:30;;8,89;36,53;3,01;;0,782;22,27;355,33;0;915,52;1,32;0;66;;
27/03/2019 22:30;;3,57;21,74;1,75;;0,757;21,42;11,98;0;915,95;1,58;0;68;;
27/03/2019 23:30;;1,4;22,9;1,75;;0,646;20,95;147,5;0;915,96;2,58;0;69;;
28/03/2019 00:30;;1,14;10,74;;;0,663;20,09;297,92;0;915,68;1,53;0;72;;
28/03/2019 01:30;;0,56;10,29;;;0,63;19,56;260,19;0;915,25;1,5;0;72;;
28/03/2019 02:30;;0,35;9,38;;;0,631;19,29;235,37;0;914,94;1,52;0;70;;
28/03/2019 03:30;;0,26;9,77;0,88;;0,637;18,93;39,53;0;914,93;1,57;0;71;;
28/03/2019 04:30;;0,54;9,05;0,88;;0,635;18,36;98,8;0;915,18;1,01;0;74;;
28/03/2019 05:30;;3,23;20,26;2,09;;0,684;18,13;50,19;0;915,67;0,76;0,11;75;;
