date;PM10;NO2;O3;SO2;PM25;CO
24/03/2019 12:30;8;10,02;99,58;5,66;;0,616
24/03/2019 13:30;15;16,62;123,05;5,62;;0,717
24/03/2019 14:30;13;8,61;238,61;5,91;;0,694
24/03/2019 15:30;12;5,89;157,06;5,9;;0,635
24/03/2019 16:30;9;5,16;149,99;6;;0,624
24/03/2019 17:30;8;5,93;135,79;6,58;;0,619
24/03/2019 18:30;13;13,21;118,71;6,43;;0,776
24/03/2019 19:30;;8,35;97,05;5,4;;0,717
24/03/2019 20:30;;4,25;63,67;3,89;;0,656
24/03/2019 21:30;;3,95;47,69;3,03;;0,655
24/03/2019 22:30;;2,92;25,68;1,76;;0,695
24/03/2019 23:30;;1,86;27,89;1,76;;0,667
25/03/2019 00:30;;0,7;13,31;;;0,616
25/03/2019 01:30;;0,7;12,31;;;0,622
25/03/2019 02:30;;0,87;13,4;;;0,622
25/03/2019 03:30;;0,6;11,75;0,88;;0,603
25/03/2019 04:30;;0,77;12,18;0,88;;0,615
25/03/2019 05:30;;4,48;24,26;2,09;;0,665
25/03/2019 06:30;;12,92;41,01;4,03;;0,831
25/03/2019 07:30;;29,49;72,91;6,8;;1,141
25/03/2019 08:30;;19,87;65,44;6,36;;0,853
25/03/2019 09:30;;14,56;58,73;5,87;;0,752
25/03/2019 10:30;;13,33;76,22;5,54;;0,73
25/03/2019 11:30;;11,59;85,58;5,52;;0,705
25/03/2019 12:30;;13,83;86,18;5,66;;0,684
25/03/2019 13:30;;13,22;77,13;5,56;;0,689
25/03/2019 14:30;;19,71;85,36;5,79;;0,713
25/03/2019 15:30;;26,42;81,84;5,78;;0,767
25/03/2019 16:30;;34,4;79,16;5,89;;0,851
25/03/2019 17:30;;34,25;84,54;6,47;;0,838
25/03/2019 18:30;;24,86;100,25;6,34;;0,807
25/03/2019 19:30;;13,45;91,59;5,34;;0,807
25/03/2019 20:30;;6,39;66,07;3,86;;0,718
25/03/2019 21:30;;7,82;51,26;3,01;;0,762
25/03/2019 22:30;;6,05;28,06;1,75;;0,845
25/03/2019 23:30;;4,58;27,54;1,75;;0,759
26/03/2019 00:30;;2,53;13,24;;;0,761
26/03/2019 01:30;;1,28;12,4;;;0,684
26/03/2019 02:30;;0,89;11,51;;;0,634
26/03/2019 03:30;;1;11,47;0,88;;0,641
26/03/2019 04:30;;1,2;10,68;0,88;;0,611
26/03/2019 05:30;;3,77;22,34;2,08;;0,646
26/03/2019 06:30;;11,39;44,12;3,99;;0,769
26/03/2019 07:30;;19,53;79,94;6,71;;0,842
26/03/2019 08:30;;27,44;85,91;6,33;;0,936
26/03/2019 09:30;;10,39;79,58;5,83;;0,694
26/03/2019 10:30;;6,3;73,99;5,51;;0,625
26/03/2019 11:30;;10,06;78,44;5,51;;0,671
26/03/2019 12:30;;10,32;75,11;5,65;;0,673
26/03/2019 13:30;;11,31;74,23;5,59;;0,69
26/03/2019 14:30;;10,75;80,84;5,79;;0,668
26/03/2019 15:30;;14,46;77,46;5,81;;0,682
26/03/2019 16:30;;21,52;69,04;5,91;;0,8
26/03/2019 17:30;;21,62;75,19;6,47;;0,748
26/03/2019 18:30;;12,75;79,62;6,35;;0,695
26/03/2019 19:30;;15,24;62,73;5,36;;0,751
26/03/2019 20:30;;6,67;46,96;3,87;;0,714
26/03/2019 21:30;;4,43;35,95;3;;0,702
26/03/2019 22:30;;1,37;22,89;1,74;;0,681
26/03/2019 23:30;;1,29;22,49;1,74;;0,678
27/03/2019 00:30;;0,6;11,13;0,87;;0,648
27/03/2019 01:30;;0,56;11,62;0,87;;0,642
27/03/2019 02:30;;0,44;11,73;;;0,65
27/03/2019 03:30;;0,68;11,47;0,88;;0,652
27/03/2019 04:30;;2,2;10,13;0,88;;0,718
27/03/2019 05:30;;5,52;23,13;2,08;;0,728
27/03/2019 06:30;;7,54;47,04;3,99;;0,729
27/03/2019 07:30;;17,82;79,84;6,76;;0,784
27/03/2019 08:30;;13,68;92,82;6,39;;0,782
27/03/2019 09:30;;10,61;95,83;5,94;;0,712
27/03/2019 10:30;;12,55;94,39;5,55;;0,727
27/03/2019 11:30;;14,46;99,76;5,52;;0,728
27/03/2019 12:30;;17,78;96,47;5,67;;0,732
27/03/2019 13:30;;14,53;98,08;5,57;;0,678
27/03/2019 14:30;;19,88;95,17;5,8;;0,743
27/03/2019 15:30;;26,15;94,18;5,83;;0,8
27/03/2019 16:30;;30,41;95,15;5,92;;0,811
27/03/2019 17:30;;25,78;100,75;6,48;;0,778
27/03/2019 18:30;;20,8;108,74;6,35;;0,786
27/03/2019 19:30;;10,58;82,29;5,36;;0,698
27/03/2019 20:30;;7,19;52,46;3,87;;0,69
27/03/2019 21:30;;8,89;36,53;3,01;;0,782
27/03/2019 22:30;;3,57;21,74;1,75;;0,757
27/03/2019 23:30;;1,4;22,9;1,75;;0,646
28/03/2019 00:30;;1,14;10,74;;;0,663
28/03/2019 01:30;;0,56;10,29;;;0,63
28/03/2019 02:30;;0,35;9,38;;;0,631
28/03/2019 03:30;;0,26;9,77;0,88;;0,637
28/03/2019 04:30;;0,54;9,05;0,88;;0,635
28/03/2019 05:30;;3,23;20,26;2,09;;0,684
28/03/2019 06:30;;11,78;33,16;4,02;;0,773
28/03/2019 07:30;;22,71;64,51;6,76;;0,971
28/03/2019 08:30;;7,85;68,56;6,4;;0,707
28/03/2019 09:30;;10,15;67,38;5,9;;0,724
28/03/2019 10:30;;9,64;65,27;5,56;;0,712
28/03/2019 11:30;;9,87;67,69;5,53;;0,71
28/03/2019 12:30;;14,4;71,37;5,68;;0,724
28/03/2019 13:30;;9,88;72,35;5,59;;0,672
28/03/2019 14:30;;11,75;69,8;5,82;;0,689
28/03/2019 15:30;;11,11;73,55;5,84;;0,712
28/03/2019 16:30;;10,75;72,34;5,94;;0,695
28/03/2019 17:30;;16,34;75,57;6,5;;0,74
28/03/2019 18:30;;14,08;64,06;6,37;;0,723
28/03/2019 19:30;;9,06;55,44;5,37;;0,698
28/03/2019 20:30;;7,72;42,12;3,88;;0,752
28/03/2019 21:30;;5,64;33,1;3,02;;0,748
28/03/2019 22:30;;3,58;19,16;1,75;;0,788
28/03/2019 23:30;;3,49;20,17;1,76;;0,743
29/03/2019 00:30;;0,78;10,91;;;0,676
29/03/2019 01:30;;1,1;9,97;;;0,678
29/03/2019 02:30;;1,28;9,61;;;0,682
29/03/2019 03:30;;0,35;10,57;0,88;;0,634
29/03/2019 04:30;;0,38;10,09;0,88;;0,636
29/03/2019 05:30;;2,93;22,03;2,09;;0,698
29/03/2019 06:30;;11,32;36,99;4,03;;0,792
29/03/2019 07:30;;12,8;70,6;6,78;;0,76
29/03/2019 08:30;;7,73;74,68;6,41;;0,712
29/03/2019 09:30;;10,67;77,99;5,9;;0,721
29/03/2019 10:30;;12,16;77,97;5,56;;0,744
29/03/2019 11:30;;14,86;79,36;5,54;;0,734
29/03/2019 12:30;;11,58;79,11;5,69;;0,683
29/03/2019 13:30;;11,99;76,49;5,62;;0,68
29/03/2019 14:30;;9,36;80,75;5,87;;0,654
29/03/2019 15:30;;9,52;82,93;5,88;;0,706
29/03/2019 16:30;;15,77;80,25;5,98;;0,792
29/03/2019 17:30;;17,37;81,8;6,55;;0,778
29/03/2019 18:30;;23,53;78,29;6,41;;0,85
29/03/2019 19:30;;10,88;73,98;5,4;;0,746
29/03/2019 20:30;;5,52;51,34;3,9;;0,713
29/03/2019 21:30;;3,69;37,89;3,03;;0,704
29/03/2019 22:30;;2,46;20,93;1,76;;0,711
29/03/2019 23:30;;1,67;20,54;1,76;;0,691
30/03/2019 00:30;;0,82;9,89;;;0,675
30/03/2019 01:30;;0,47;10,34;;;0,657
30/03/2019 02:30;;0,51;9,79;;;0,634
30/03/2019 03:30;;0,53;9,67;0,88;;0,642
30/03/2019 04:30;;0,23;9,48;0,88;;0,619
30/03/2019 05:30;;1,24;21,34;2,09;;0,659
30/03/2019 06:30;;4;37,3;4,03;;0,673
30/03/2019 07:30;;4,82;69,76;6,79;;0,675
30/03/2019 08:30;;6,22;69,8;6,39;;0,67
30/03/2019 09:30;;8,41;72,48;5,9;;0,69
30/03/2019 10:30;;11,91;77,29;5,56;;0,745
30/03/2019 11:30;;12,05;79,26;5,53;;0,707
30/03/2019 12:30;;14,42;86,96;5,67;;0,707
30/03/2019 13:30;;16,97;89,07;5,61;;0,719
30/03/2019 14:30;;13,79;94,72;5,87;;0,726
30/03/2019 15:30;;13,9;89,82;5,98;;0,704
30/03/2019 16:30;;11,6;91,06;5,96;;0,692
30/03/2019 17:30;;7,18;98,86;6,53;;0,672
30/03/2019 18:30;;9,63;86,8;6,39;;0,715
30/03/2019 19:30;;9,8;65,73;5,38;;0,745
30/03/2019 20:30;;6,79;48,32;3,88;;0,718
30/03/2019 21:30;;3,18;38,73;3,01;;0,693
30/03/2019 22:30;;1,92;21,43;1,75;;0,665
30/03/2019 23:30;;2,37;20,46;1,76;;0,7
31/03/2019 00:30;;0,99;10;;;0,693
31/03/2019 01:30;;0,69;10,01;;;0,679
31/03/2019 02:30;;0,62;9,83;;;0,648
31/03/2019 03:30;;0,61;9,14;0,88;;0,644
31/03/2019 04:30;;0,54;8,92;0,88;;0,65
31/03/2019 05:30;;1,67;19,43;2,09;;0,637
31/03/2019 06:30;;2,37;40,08;4,02;;0,66
31/03/2019 07:30;;5,77;75,43;6,76;;0,676
31/03/2019 08:30;;4,73;84,5;6,4;;0,668
31/03/2019 09:30;;4,94;85,03;5,9;;0,655
31/03/2019 10:30;;7,28;86,85;5,56;;0,673
31/03/2019 11:30;;7,33;88,11;5,54;;0,658
31/03/2019 12:30;;10,12;91,88;5,69;;0,681
31/03/2019 13:30;;12,36;85,47;5,62;;0,691
31/03/2019 14:30;;8,09;92,96;5,84;;0,651
31/03/2019 15:30;;8,24;93,72;6,63;;0,676
31/03/2019 16:30;;15,9;89,81;7,91;;0,739
31/03/2019 17:30;;12,87;96,93;8,69;;0,74
31/03/2019 18:30;;13,17;94,43;6,82;;0,77
31/03/2019 19:30;;16,31;70,05;5,38;;0,902
31/03/2019 20:30;;19,15;41,84;3,93;;1,049
31/03/2019 21:30;;14,35;31,48;3,02;;1,137
31/03/2019 22:30;;4,71;22,28;1,76;;0,844
31/03/2019 23:30;;4,64;21,76;1,75;;0,822
01/04/2019 00:30;;3,16;9,96;;;0,858
01/04/2019 01:30;;2,28;10,92;;;0,783
01/04/2019 02:30;;1,71;10,79;;;0,724
01/04/2019 03:30;;0,64;12,4;0,88;;0,688
01/04/2019 04:30;;1,16;11,87;0,88;;0,683
01/04/2019 05:30;;2,95;28,64;2,08;;0,666
01/04/2019 06:30;;11,79;48,4;4;;0,756
01/04/2019 07:30;;14,58;92,82;6,75;;0,782
01/04/2019 08:30;;16,98;91,6;6,39;;0,814
01/04/2019 09:30;;15,15;92,82;5,9;;0,781
01/04/2019 10:30;;14,06;91,22;5,57;;0,733
01/04/2019 11:30;;17,62;96,83;5,54;;0,732
01/04/2019 12:30;;26,83;91,83;5,71;;0,82
01/04/2019 13:30;;21,54;97,74;5,6;;0,756
01/04/2019 14:30;;23,12;103,78;5,93;;0,771
01/04/2019 15:30;;35,04;92,13;5,87;;0,903
01/04/2019 16:30;;25,79;101,9;5,97;;0,779
01/04/2019 17:30;;28,33;118,01;6,56;;0,793
01/04/2019 18:30;;34,24;111,91;6,43;;0,897
01/04/2019 19:30;;25;94,7;5,41;;0,847
01/04/2019 20:30;;27,55;55,49;3,9;;1,035
01/04/2019 21:30;;16,91;41,61;3,03;;1,02
01/04/2019 22:30;;9,24;23,46;1,77;;1,174
01/04/2019 23:30;;8,38;23,72;1,77;;0,938
02/04/2019 00:30;;3,49;11,88;;;0,849
02/04/2019 01:30;;4,61;11,37;;;0,944
02/04/2019 02:30;;2,06;12,81;;;0,703
02/04/2019 03:30;;1,05;12,9;0,88;;0,659
02/04/2019 04:30;;1,43;12,53;0,88;;0,676
02/04/2019 05:30;;5,8;28,93;2,08;;0,698
02/04/2019 06:30;;11,01;57,26;4;;0,738
02/04/2019 07:30;;19,15;106,16;6,73;;0,826
02/04/2019 08:30;;11,55;108,53;6,38;;0,72
02/04/2019 09:30;;21,28;88,72;5,9;;0,836
02/04/2019 10:30;14;14,31;84,28;6,01;;0,854
02/04/2019 11:30;17;17,04;79,58;5,59;11;0,713
02/04/2019 12:30;27;23,03;73,54;6,72;13;0,805
02/04/2019 13:30;21;17,2;70,94;6,84;16;0,724
02/04/2019 14:30;34;29,28;67,17;7,4;18;0,789
02/04/2019 15:30;37;37,57;60,55;6,97;17;0,863
02/04/2019 16:30;41;37,63;57,08;7,84;16;0,903
02/04/2019 17:30;31;37,62;59,04;8,93;14;0,813
02/04/2019 18:30;29;43,62;51,18;8,5;21;0,939
02/04/2019 19:30;25;30,16;39,74;6,14;12;0,872
02/04/2019 20:30;16;15,52;33,43;3,88;9;0,779
02/04/2019 21:30;15;11,15;26,6;3,02;13;0,804
02/04/2019 22:30;16;7,64;14,06;1,75;9;0,91
02/04/2019 23:30;17;7,78;13,57;1,75;15;0,877
03/04/2019 00:30;17;3,39;6,95;;14;0,807
03/04/2019 01:30;6;1,89;7,8;;;0,733
03/04/2019 02:30;11;1,91;7,46;;9;0,674
03/04/2019 03:30;12;1,94;7,3;0,88;8;0,674
03/04/2019 04:30;11;3,26;6,43;0,88;7;0,687
03/04/2019 05:30;15;6,83;14,11;2,08;;0,739
03/04/2019 06:30;30;15,52;26,78;4,06;14;0,932
03/04/2019 07:30;31;32,08;48,61;6,88;19;1,063
03/04/2019 08:30;23;23,57;53,62;6,37;12;0,858
03/04/2019 09:30;23;21,75;59,66;5,86;10;0,781
03/04/2019 10:30;41;20,83;69,65;5,54;12;0,807
03/04/2019 11:30;34;24,58;69,22;5,91;16;0,829
03/04/2019 12:30;29;22,11;52,92;7,2;12;0,825
03/04/2019 13:30;63;20,83;44,92;7;19;0,811
03/04/2019 14:30;38;26,61;46,58;6,86;14;0,897
03/04/2019 15:30;28;32,59;44,98;7,35;17;0,912
03/04/2019 16:30;27;36,25;42,83;7,36;21;0,955
03/04/2019 17:30;40;54,73;32,39;8,07;22;1,211
03/04/2019 18:30;20;39,58;40,32;6,7;12;1,139
03/04/2019 19:30;45;39,14;45,33;5,79;20;1,53
03/04/2019 20:30;42;26,64;38,04;4,07;21;1,58
03/04/2019 21:30;39;18,58;26,65;3,1;17;1,553
03/04/2019 22:30;33;9,45;15,36;1,81;20;1,45
03/04/2019 23:30;23;8,59;14,8;1,76;16;1,086
04/04/2019 00:30;;3,97;7,42;;;0,97
04/04/2019 01:30;21;3,65;7,34;0,88;17;0,916
04/04/2019 02:30;17;3,51;7,06;0,88;14;0,794
04/04/2019 03:30;18;3,17;7,32;0,89;10;0,817
04/04/2019 04:30;22;3,21;7,31;0,89;20;0,793
04/04/2019 05:30;28;5,64;16,21;2,16;17;0,906
04/04/2019 06:30;34;12,83;33,52;4,29;19;1,091
04/04/2019 07:30;47;35,21;64,85;7,86;23;1,306
04/04/2019 08:30;30;38,87;59,11;7,41;15;1,166
04/04/2019 09:30;29;25,48;66,27;6,12;16;0,882
04/04/2019 10:30;24;19,99;79,35;5,66;13;0,799
04/04/2019 11:30;28;21,92;75,34;7,13;16;0,82
04/04/2019 12:30;26;29,07;61,33;7,52;14;0,764
04/04/2019 13:30;22;18,57;63,45;7,02;14;0,666
04/04/2019 14:30;34;21,93;74,44;6,82;13;0,698
04/04/2019 15:30;29;25,53;77,03;6,38;15;0,7
04/04/2019 16:30;29;36,94;63,49;6,5;13;0,85
04/04/2019 17:30;31;38,01;60,42;7,45;18;0,849
04/04/2019 18:30;;38,83;49,12;6,73;;0,911
04/04/2019 19:30;24;30,07;36,56;5,41;20;0,865
04/04/2019 20:30;26;28,73;26,37;3,89;18;0,94
04/04/2019 21:30;20;16,71;33,85;3;14;0,947
04/04/2019 22:30;21;11,4;19,88;1,74;18;1,043
04/04/2019 23:30;28;7,95;22,54;1,74;13;0,874
05/04/2019 00:30;17;3,76;10,75;;16;0,883
05/04/2019 01:30;23;2,4;11,33;;15;0,756
05/04/2019 02:30;22;2,81;10,39;;16;0,754
05/04/2019 03:30;16;2,72;9,81;0,87;15;0,764
05/04/2019 04:30;19;3,76;9,41;0,87;;0,735
05/04/2019 05:30;26;8,15;24,13;2,07;20;0,713
05/04/2019 06:30;29;14,09;47,91;4,01;16;0,776
05/04/2019 07:30;40;35,74;81,52;7,16;22;1,131
05/04/2019 08:30;33;32,75;73,53;6,54;15;1,102
05/04/2019 09:30;30;20,92;80,17;5,88;14;0,805
05/04/2019 10:30;29;21,49;85,68;5,55;16;0,784
05/04/2019 11:30;32;26,55;65,74;6,85;13;0,863
05/04/2019 12:30;27;27,16;54,05;7,44;14;0,87
05/04/2019 13:30;31;19,06;67,32;;;0,751
05/04/2019 14:30;32;23,2;107,05;8,58;17;
05/04/2019 15:30;35;20,95;;6,93;17;0,949
05/04/2019 16:30;28;19,11;77,61;5,87;12;0,748
05/04/2019 17:30;39;31,17;191,66;6,45;22;0,959
05/04/2019 18:30;55;37,18;243,66;6,33;22;1,344
05/04/2019 19:30;48;29,86;184,14;5,42;24;1,467
05/04/2019 20:30;48;20,57;137,93;3,85;28;1,472
05/04/2019 21:30;42;17,83;;2,99;17;1,268
05/04/2019 22:30;21;8,19;64,31;1,73;14;0,926
05/04/2019 23:30;20;7,45;64,1;1,73;17;0,907
06/04/2019 00:30;19;3,05;31,74;;;0,816
06/04/2019 01:30;26;3,26;31,77;;13;0,847
06/04/2019 02:30;26;3,49;31,79;0,87;13;0,852
06/04/2019 03:30;15;2,75;32,4;0,87;11;0,746
06/04/2019 04:30;13;;;;7;
06/04/2019 05:30;16;5,05;75,72;2,06;15;0,699
06/04/2019 06:30;22;13,84;143,99;3,97;13;0,807
06/04/2019 07:30;7;12,32;256,71;6,75;;0,733
06/04/2019 08:30;19;24,7;239,45;6,46;15;0,916
06/04/2019 09:30;12;22,06;225,18;5,95;;1,006
06/04/2019 10:30;19;14,76;228,74;5,57;10;0,749
06/04/2019 11:30;22;14,99;234,21;5,53;8;0,711
06/04/2019 12:30;17;19,08;273,2;5,67;7;0,763
06/04/2019 13:30;20;16,11;308,4;5,57;15;0,646
06/04/2019 14:30;12;12,55;318,95;5,81;8;0,544
06/04/2019 15:30;16;16,02;266,51;5,86;6;0,679
06/04/2019 16:30;21;22,34;241,54;5,95;7;0,788
06/04/2019 17:30;32;34,03;259,72;6,52;13;0,941
06/04/2019 18:30;33;38,15;241,58;6,39;14;1,082
06/04/2019 19:30;37;32,32;199,01;5,38;20;1,253
06/04/2019 20:30;42;21,32;142,59;3,88;35;1,521
06/04/2019 21:30;51;15,08;111,79;3,01;32;1,545
06/04/2019 22:30;47;8,08;64,69;1,75;33;1,532
06/04/2019 23:30;36;7,82;64,66;1,75;22;1,329
07/04/2019 00:30;34;3,81;32,48;0,87;18;1,192
07/04/2019 01:30;30;3,58;31,84;0,87;23;1,305
07/04/2019 02:30;53;2,53;32,2;;36;1,941
07/04/2019 03:30;43;2,34;32,29;0,88;27;1,823
07/04/2019 04:30;37;2,25;32,7;0,88;24;1,569
07/04/2019 05:30;38;4,31;75,65;2,08;21;1,571
07/04/2019 06:30;21;10,93;145,93;4;17;0,996
07/04/2019 07:30;10;11,38;258,1;6,7;;0,647
07/04/2019 08:30;17;6,86;251,09;6,33;7;0,589
07/04/2019 09:30;17;6,2;242,86;5,84;6;0,537
07/04/2019 10:30;14;7,41;246,66;5,53;10;0,53
07/04/2019 11:30;13;7,67;245,98;5,52;8;0,524
07/04/2019 12:30;13;8,17;251,67;5,66;8;0,521
07/04/2019 13:30;17;8,51;289,07;5,56;3;0,485
07/04/2019 14:30;16;10,67;288,52;5,79;12;0,509
07/04/2019 15:30;12;5,62;273,58;5,79;7;0,424
07/04/2019 16:30;17;9,15;270,09;5,92;1;0,461
07/04/2019 17:30;20;23,32;236,33;6,51;6;0,677
07/04/2019 18:30;24;35,12;222,12;6,41;12;1,064
07/04/2019 19:30;33;31,89;181,01;5,37;17;1,033
07/04/2019 20:30;26;15,37;132,47;3,88;17;0,793
07/04/2019 21:30;13;11,28;102;3,02;9;0,849
07/04/2019 22:30;21;7,66;57,73;1,75;15;0,945
07/04/2019 23:30;27;6,37;57,4;1,75;15;0,995
08/04/2019 00:30;15;2,89;28,4;;14;0,929
08/04/2019 01:30;11;2,71;27,95;;10;0,728
08/04/2019 02:30;11;1,89;28,11;;6;0,603
08/04/2019 03:30;15;2,06;27,68;0,88;4;0,593
08/04/2019 04:30;11;2,04;27,27;0,88;3;0,598
08/04/2019 05:30;17;5,86;64,29;2,08;1;0,591
08/04/2019 06:30;24;11,17;;4,24;13;0,933
08/04/2019 07:30;29;24,85;208,89;7,08;19;1,114
08/04/2019 08:30;14;17,28;195,37;6,33;12;0,74
08/04/2019 09:30;24;;179,96;5,84;8;0,786
08/04/2019 10:30;24;12,01;;5,56;7;0,644
08/04/2019 11:30;23;14,57;59,27;5,61;4;0,506
08/04/2019 12:30;23;18,71;71,87;5,66;14;0,644
08/04/2019 13:30;26;17,98;71,82;5,6;7;0,727
08/04/2019 14:30;24;15,53;71,45;5,81;5;0,67
08/04/2019 15:30;23;17,06;55,86;5,82;9;0,713
08/04/2019 16:30;21;19,21;50,42;5,93;14;0,778
08/04/2019 17:30;39;28,81;65,77;6,61;14;0,918
08/04/2019 18:30;27;29,17;70,13;6,36;15;0,893
08/04/2019 19:30;32;17,62;51,14;5,39;15;0,761
08/04/2019 20:30;;11,7;30,74;3,93;;0,645
08/04/2019 21:30;14;10,01;26,13;3,05;10;0,704
08/04/2019 22:30;21;5,34;17,7;1,76;7;0,847
08/04/2019 23:30;11;5,26;22,41;1,76;5;0,736
09/04/2019 00:30;11;2,88;10,34;;6;0,686
09/04/2019 01:30;27;2,95;10,2;;10;0,811
09/04/2019 02:30;22;2,91;13;;15;0,783
09/04/2019 03:30;21;2,82;13,64;0,88;11;0,774
09/04/2019 04:30;18;2,63;12,25;0,88;7;0,676
09/04/2019 05:30;20;5,36;30,45;2,08;6;0,691
09/04/2019 06:30;72;10,48;63,76;4,77;21;1,243
09/04/2019 07:30;57;23,41;103,19;7,72;22;1,398
09/04/2019 08:30;53;33,02;80,27;6,62;26;1,229
09/04/2019 09:30;48;31,29;68,61;7,47;34;0,949
09/04/2019 10:30;26;24,89;69,36;10,59;12;0,843
09/04/2019 11:30;18;14,49;69,17;9,1;6;0,698
09/04/2019 12:30;;;;;;
09/04/2019 13:30;9;10,92;154,86;7,32;;0,612
09/04/2019 14:30;18;15,35;200,09;7,45;7;0,69
09/04/2019 15:30;14;17,67;178,15;6,9;3;0,697
09/04/2019 16:30;23;22,92;225,13;6,42;11;0,752
09/04/2019 17:30;19;26,32;301,6;6,83;16;0,774
09/04/2019 18:30;22;33,34;274,03;6,45;12;1,052
09/04/2019 19:30;36;27,51;235,2;5,43;22;1,297
09/04/2019 20:30;27;17,39;164,6;3,88;16;0,993
09/04/2019 21:30;16;8,62;132,12;3,01;10;0,691
09/04/2019 22:30;6;2,78;66,2;1,75;5;0,655
09/04/2019 23:30;;;;;;
10/04/2019 00:30;;0,62;20,58;;;0,53
10/04/2019 01:30;;0,51;18,88;;;0,512
10/04/2019 02:30;;0,46;16,65;;;0,512
10/04/2019 03:30;3;0,84;15,78;0,88;2;0,514
10/04/2019 04:30;;0,58;15,92;0,88;;0,519
10/04/2019 05:30;;1,92;37,22;2,08;;0,548
10/04/2019 06:30;3;9,52;71,4;4,01;;0,743
10/04/2019 07:30;3;9,89;137,86;6,76;;0,645
10/04/2019 08:30;2;6,84;148,39;6,38;;0,609
10/04/2019 09:30;;5,48;158,05;5,89;;0,574
10/04/2019 10:30;12;4,72;162,95;5,55;;0,604
10/04/2019 11:30;7;5,89;173,31;5,56;2;0,552
10/04/2019 12:30;4;6,52;173,32;5,68;;0,544
10/04/2019 13:30;3;7,01;171,59;5,61;;0,537
10/04/2019 14:30;8;10,27;158,94;5,87;1;0,593
10/04/2019 15:30;9;9,55;143,57;5,86;3;0,643
10/04/2019 16:30;13;13,13;161,48;5,96;1;0,628
10/04/2019 17:30;8;13,7;203,31;6,53;2;0,637
10/04/2019 18:30;6;13,6;202,38;6,4;3;0,666
10/04/2019 19:30;10;13,6;149,53;5,39;3;0,732
10/04/2019 20:30;9;7,8;97,66;3,89;4;0,651
10/04/2019 21:30;6;4,9;76,32;3,02;4;0,609
10/04/2019 22:30;2;1,34;44,68;1,75;;0,547
10/04/2019 23:30;6;1,56;44,3;1,75;3;0,553
11/04/2019 00:30;6;0,69;22,77;;2;0,55
11/04/2019 01:30;;0,41;22,62;;;0,529
11/04/2019 02:30;2;0,36;21,43;;1;0,523
11/04/2019 03:30;;0,58;19,93;0,88;;0,535
11/04/2019 04:30;3;0,65;19,68;0,88;;0,538
11/04/2019 05:30;2;2,6;43,91;2,09;;0,561
11/04/2019 06:30;;8,09;83,08;4,01;;0,631
11/04/2019 07:30;9;11,01;146,28;6,75;4;0,659
11/04/2019 08:30;7;10,41;147,06;6,38;3;0,693
11/04/2019 09:30;6;10,02;144,32;5,87;5;0,645
11/04/2019 10:30;9;12,78;150,6;5,54;6;0,637
11/04/2019 11:30;;15,88;158,96;5,54;8;0,678
11/04/2019 12:30;16;20,4;164,38;5,66;9;0,717
11/04/2019 13:30;22;22,29;155,66;5,57;10;0,704
11/04/2019 14:30;;30,38;163,14;7,36;18;0,747
11/04/2019 15:30;30;35,86;130,19;12,78;21;0,832
11/04/2019 16:30;25;39,73;108,1;14,85;18;0,908
11/04/2019 17:30;;41,16;89,47;17,04;10;0,923
11/04/2019 18:30;27;53,15;121,1;9,9;17;1,096
11/04/2019 19:30;21;32,32;170,41;6,82;12;0,867
11/04/2019 20:30;11;11,32;137,36;3,97;10;0,684
11/04/2019 21:30;16;7,07;104,77;3,01;6;0,65
11/04/2019 22:30;16;6,3;58,12;1,75;7;0,766
11/04/2019 23:30;10;5,47;57,64;1,75;6;0,687
12/04/2019 00:30;6;1,29;27,32;;5;0,569
12/04/2019 01:30;2;1,08;24,19;;;0,558
12/04/2019 02:30;4;0,9;21,78;;;0,538
12/04/2019 03:30;2;0,73;20,46;0,88;;0,527
12/04/2019 04:30;;1;20,69;0,88;;0,561
12/04/2019 05:30;;4,72;47,74;2,08;;0,6
12/04/2019 06:30;9;9,76;99,06;3,99;6;0,623
12/04/2019 07:30;8;13,08;196,09;6,72;7;0,617
12/04/2019 08:30;10;14,86;201,82;6,36;6;0,646
12/04/2019 09:30;13;17,16;202,83;5,85;9;0,662
12/04/2019 10:30;16;15,03;207,8;5,54;5;0,636
12/04/2019 11:30;27;16,97;189,14;5,52;5;0,648
12/04/2019 12:30;16;17,11;150,48;5,66;6;0,612
12/04/2019 13:30;14;20,42;135,25;5,58;5;0,611
12/04/2019 14:30;18;27,11;136,02;5,82;5;0,701
12/04/2019 15:30;20;39,19;119,07;5,88;13;0,841
12/04/2019 16:30;;34,81;124,63;5,93;10;0,793
12/04/2019 17:30;22;39,38;157,56;6,49;8;0,85
12/04/2019 18:30;;33,81;161,81;6,35;;0,738
12/04/2019 19:30;21;17,35;170,83;5,35;8;0,654
12/04/2019 20:30;21;10,64;143,36;3,87;11;0,667
12/04/2019 21:30;11;7,43;128,87;3,01;;0,688
12/04/2019 22:30;19;7,21;67,93;1,74;16;0,905
12/04/2019 23:30;;3,93;68,63;1,74;;0,67
13/04/2019 00:30;9;2,3;29,9;0,87;2;0,669
13/04/2019 01:30;;;;;;
13/04/2019 02:30;9;1,06;24,96;0,87;;0,574
13/04/2019 03:30;9;1,29;21,31;0,88;1;0,591
13/04/2019 04:30;10;1,19;23,2;0,88;1;0,591
13/04/2019 05:30;6;3,71;60,17;2,08;;0,593
