date;PM10;NO2;O3;SO2;PM25;CO
16/07/2019 08:30;119;72,32;14,79;;47;1,646
16/07/2019 09:30;69;65,72;21,01;;28;0,954
16/07/2019 10:30;52;36,32;38,46;;24;0,592
16/07/2019 11:30;69;28,75;50,85;;30;0,481
16/07/2019 12:30;;28,83;63,7;;21;0,439
16/07/2019 13:30;48;27,56;66,3;;22;0,405
16/07/2019 14:30;49;25,16;67,77;;28;0,359
16/07/2019 15:30;49;29,72;67,11;;24;0,385
16/07/2019 16:30;53;38,41;58,75;;23;0,383
16/07/2019 17:30;;33,73;64,92;;19;0,359
16/07/2019 18:30;82;62,76;28,73;;43;0,61
16/07/2019 19:30;74;59,75;12,07;;44;0,785
16/07/2019 20:30;68;38,05;9,09;;31;0,762
16/07/2019 21:30;76;27,23;7;;46;0,721
16/07/2019 22:30;54;13,77;4,12;;32;0,607
16/07/2019 23:30;51;14,03;3,69;;33;0,612
17/07/2019 00:30;49;6,31;2,02;;30;0,514
17/07/2019 01:30;25;3,21;4,83;;15;0,199
17/07/2019 02:30;25;2,01;5,81;;16;0,102
17/07/2019 03:30;28;2,04;5,37;;14;0,123
17/07/2019 04:30;29;1,61;5,32;;;0,139
17/07/2019 05:30;27;3,34;12,46;;19;0,128
17/07/2019 06:30;27;7,83;22,43;;21;0,13
17/07/2019 07:30;21;13,26;43,8;;14;0,131
17/07/2019 08:30;32;10,07;48,08;;15;0,122
17/07/2019 09:30;;7,83;41,89;;;0,122
17/07/2019 10:30;35;5,06;43,43;;11;0,113
17/07/2019 11:30;23;7,68;45,03;;11;0,155
17/07/2019 12:30;27;8,82;49,24;;19;0,213
17/07/2019 13:30;21;7,94;53,52;;13;0,168
17/07/2019 14:30;27;9,21;57,02;;13;0,184
17/07/2019 15:30;24;9,42;56,49;;11;0,184
17/07/2019 16:30;21;8,29;56,75;;14;0,143
17/07/2019 17:30;23;19,29;53,97;;13;0,18
17/07/2019 18:30;19;15,59;52,27;;16;0,133
17/07/2019 19:30;20;13,29;38,44;;10;0,083
17/07/2019 20:30;16;5,19;31,98;;12;0,012
17/07/2019 21:30;20;4,14;25,57;;10;
17/07/2019 22:30;12;1,79;15,52;;8;
17/07/2019 23:30;8;1,25;16,11;;6;
18/07/2019 00:30;10;0,63;8,09;;5;
18/07/2019 01:30;11;0,35;8,33;;4;
18/07/2019 02:30;9;0,38;8,18;;5;
18/07/2019 03:30;7;0,38;8,01;;4;
18/07/2019 04:30;10;0,36;7,69;;6;
18/07/2019 05:30;13;4,45;14,44;;10;0,046
18/07/2019 06:30;9;6,17;30,13;;7;0,037
18/07/2019 07:30;11;9,39;51,32;;5;0,055
18/07/2019 08:30;11;9,04;49,42;;6;0,095
18/07/2019 09:30;19;6,64;49,22;;10;0,101
18/07/2019 10:30;21;6,39;49,29;;11;0,132
18/07/2019 11:30;21;6,08;51,66;;10;0,16
18/07/2019 12:30;14;5,73;56,22;;;0,17
18/07/2019 13:30;10;6,43;54,7;;8;0,166
18/07/2019 14:30;19;10,49;52,17;;8;0,189
18/07/2019 15:30;20;11,3;52,21;;13;0,194
18/07/2019 16:30;24;10,99;51,36;;9;0,184
18/07/2019 17:30;21;14,95;52,47;;10;0,152
18/07/2019 18:30;19;11,18;54,48;;8;0,102
18/07/2019 19:30;;9,04;44,67;;;0,073
18/07/2019 20:30;18;7,17;31,21;;9;0,062
18/07/2019 21:30;11;6,11;23,23;;8;0,056
18/07/2019 22:30;14;2,96;13,04;;12;0,042
18/07/2019 23:30;12;2,5;12,42;;;0,034
19/07/2019 00:30;15;0,91;6,23;;8;0,022
19/07/2019 01:30;12;0,78;6,23;;4;0,018
19/07/2019 02:30;11;0,41;6,95;;3;0,013
19/07/2019 03:30;8;0,34;6,78;;3;
19/07/2019 04:30;10;0,49;6,8;;7;
19/07/2019 05:30;9;1,69;15,84;;6;0,01
19/07/2019 06:30;10;8,33;28,22;;3;0,044
19/07/2019 07:30;10;9,71;54,33;;4;0,034
19/07/2019 08:30;14;12,24;49,71;;3;0,086
19/07/2019 09:30;19;11,41;46,65;;5;0,119
19/07/2019 10:30;22;11,58;44,96;;6;0,14
19/07/2019 11:30;31;6,81;50,19;;7;0,14
19/07/2019 12:30;17;9,44;50,63;;10;0,18
19/07/2019 13:30;10;8,47;51,12;;6;0,184
19/07/2019 14:30;12;10,71;51,93;;;0,181
19/07/2019 15:30;15;15,06;46,62;;;0,198
19/07/2019 16:30;18;16,14;45,85;;8;0,175
19/07/2019 17:30;15;21,05;46,42;;8;0,181
19/07/2019 18:30;21;22,14;40,38;;7;0,178
19/07/2019 19:30;27;21,05;29,64;;9;0,169
19/07/2019 20:30;12;16,32;20,2;;;0,166
19/07/2019 21:30;16;12,15;15,92;;8;0,141
19/07/2019 22:30;15;8,83;7,23;;8;0,176
19/07/2019 23:30;;6,58;10,12;;;0,099
20/07/2019 00:30;6;1,36;6,89;;4;0,029
20/07/2019 01:30;4;0,97;7,39;;3;
20/07/2019 02:30;5;0,75;7,72;;4;
20/07/2019 03:30;6;0,68;7,21;;5;0,037
20/07/2019 04:30;10;0,9;6,52;;6;0,079
20/07/2019 05:30;11;2,34;14,48;;6;0,079
20/07/2019 06:30;20;9,75;22,47;;9;0,115
20/07/2019 07:30;16;16,01;40,52;;7;0,123
20/07/2019 08:30;14;13,31;43,4;;7;0,13
20/07/2019 09:30;23;10,11;47,84;;4;0,108
20/07/2019 10:30;17;8,45;50,5;;7;0,096
20/07/2019 11:30;21;8,06;51,12;;8;0,094
20/07/2019 12:30;19;7,4;50,14;;5;0,109
20/07/2019 13:30;11;7,02;48,01;;9;0,114
20/07/2019 14:30;14;5,05;51,69;;6;0,089
20/07/2019 15:30;10;6,68;50,41;;8;0,106
20/07/2019 16:30;;7,28;49,82;;;0,098
20/07/2019 17:30;8;10,03;50,4;;7;0,098
20/07/2019 18:30;11;10,43;48,57;;5;0,09
20/07/2019 19:30;11;6,54;43,36;;5;0,087
20/07/2019 20:30;10;5,63;29,91;;8;0,104
20/07/2019 21:30;8;7,58;19,6;;;0,133
20/07/2019 22:30;9;3,75;11,9;;6;0,106
20/07/2019 23:30;11;4,26;11,29;;6;0,106
21/07/2019 00:30;8;1,16;6,54;;4;0,051
21/07/2019 01:30;5;0,83;6,75;;1;0,039
21/07/2019 02:30;3;0,54;7,1;;;0,014
21/07/2019 03:30;7;1,4;6,12;;5;0,045
21/07/2019 04:30;6;0,86;6,69;;5;0,019
21/07/2019 05:30;;2,22;15,3;;;0,021
21/07/2019 06:30;4;6,53;27,02;;;0,046
21/07/2019 07:30;;9,82;47,47;;;0,055
21/07/2019 08:30;;6,76;47,9;;;0,058
21/07/2019 09:30;13;3,93;48,56;;6;0,061
21/07/2019 10:30;;6,4;46,62;;;0,089
21/07/2019 11:30;21;6,89;46,56;;7;0,122
21/07/2019 12:30;;;;;;
21/07/2019 13:30;10;6,98;46,94;;3;0,121
21/07/2019 14:30;7;6,21;49,53;;3;0,107
21/07/2019 15:30;6;6,58;49,05;;2;0,089
21/07/2019 16:30;;10,6;46,42;;;0,099
21/07/2019 17:30;;5,2;56,26;;;0,057
21/07/2019 18:30;;6,5;53,72;;;0,051
21/07/2019 19:30;10;11,06;39,13;;9;0,078
21/07/2019 20:30;20;10,55;25,34;;11;0,105
21/07/2019 21:30;;6,01;21,76;;;0,069
21/07/2019 22:30;;2,83;12,94;;;0,052
21/07/2019 23:30;;2,59;13,02;;;0,029
22/07/2019 00:30;6;1,13;6,45;;5;0,014
22/07/2019 01:30;;0,87;6,47;;3;
22/07/2019 02:30;5;1,24;5,93;;2;0,032
22/07/2019 03:30;;1,77;4,89;;;0,074
22/07/2019 04:30;8;3,1;3,42;;6;0,151
22/07/2019 05:30;;4,12;13,06;;;0,039
22/07/2019 06:30;15;10,09;24,21;;7;0,062
22/07/2019 07:30;;16,31;41,13;;;0,104
22/07/2019 08:30;8;13,22;44,73;;6;0,123
22/07/2019 09:30;11;11,21;43,59;;6;0,195
22/07/2019 10:30;10;14,57;39,37;;9;0,21
22/07/2019 11:30;13;11,84;41,85;;9;0,187
22/07/2019 12:30;13;9,91;45,3;;8;0,164
22/07/2019 13:30;14;8,36;47,68;;6;0,147
22/07/2019 14:30;9;8,17;50,16;;4;0,122
22/07/2019 15:30;9;10,98;45,84;;5;0,138
22/07/2019 16:30;;10,02;45,71;;;0,095
22/07/2019 17:30;;18,89;41,53;;4;0,158
22/07/2019 18:30;11;22,92;35,02;;4;0,12
22/07/2019 19:30;;12,06;35,9;;3;0,067
22/07/2019 20:30;10;10,34;24,28;;6;0,093
22/07/2019 21:30;9;9,23;17,74;;5;0,129
22/07/2019 22:30;10;6,78;8,42;;5;0,174
22/07/2019 23:30;13;8,94;5,52;;11;0,22
23/07/2019 00:30;12;3,94;2,91;;10;0,189
23/07/2019 01:30;9;2,38;4,19;;8;0,12
23/07/2019 02:30;6;1,82;4,75;;5;0,08
23/07/2019 03:30;6;0,72;6,32;;3;0,056
23/07/2019 04:30;5;0,65;6,57;;4;0,035
23/07/2019 05:30;;3,69;13,15;;;0,039
23/07/2019 06:30;17;21,38;10,89;;6;0,269
23/07/2019 07:30;18;25,93;29,83;;7;0,16
23/07/2019 08:30;;13,63;42,65;;;0,112
23/07/2019 09:30;7;11,33;42,04;;;0,121
23/07/2019 10:30;9;11,15;42,37;;7;0,128
23/07/2019 11:30;10;13,61;45,45;;;0,19
23/07/2019 12:30;18;13,34;49,82;;6;0,181
23/07/2019 13:30;16;12,41;51,68;;3;0,173
23/07/2019 14:30;13;14,26;52,29;;8;0,185
23/07/2019 15:30;18;16,89;45,92;;8;0,208
23/07/2019 16:30;26;21,28;39,31;;6;0,241
23/07/2019 17:30;15;15,03;51,75;;3;0,164
23/07/2019 18:30;19;19,49;46,27;;6;0,171
23/07/2019 19:30;18;15,13;41,65;;11;0,129
23/07/2019 20:30;16;9,29;28,32;;6;0,097
23/07/2019 21:30;7;6,34;19,75;;2;0,094
23/07/2019 22:30;;3,22;10,89;;;0,085
23/07/2019 23:30;;3,7;10,01;;;0,065
24/07/2019 00:30;20;3,42;3,25;;10;0,211
24/07/2019 01:30;19;4,65;2,02;;9;0,325
24/07/2019 02:30;13;3,89;2,59;;;0,17
24/07/2019 03:30;10;3;2,86;;;0,127
24/07/2019 04:30;10;2,83;2,82;;8;0,09
24/07/2019 05:30;;8,15;6,53;;;0,15
24/07/2019 06:30;25;21,82;11,32;;16;0,475
24/07/2019 07:30;46;39,76;19,74;;19;0,682
24/07/2019 08:30;22;24,32;32,42;;9;0,327
24/07/2019 09:30;;17,74;36,22;;;0,259
24/07/2019 10:30;13;13,12;38,45;;7;0,236
24/07/2019 11:30;;13,34;43,41;;8;0,231
24/07/2019 12:30;11;12,6;48,39;;7;0,208
24/07/2019 13:30;10;17,69;50,34;;6;0,219
24/07/2019 14:30;22;16,91;57,62;;13;0,217
24/07/2019 15:30;16;10,72;57,97;;8;0,175
24/07/2019 16:30;13;12,24;51,68;;8;0,153
24/07/2019 17:30;14;19,69;42,06;;5;0,168
24/07/2019 18:30;;33,86;22,61;;13;0,285
24/07/2019 19:30;33;38,65;12,4;;14;0,426
24/07/2019 20:30;17;26,37;10,63;;11;0,235
24/07/2019 21:30;28;21,23;7,01;;13;0,341
24/07/2019 22:30;35;11,91;3,71;;18;0,35
24/07/2019 23:30;28;11,04;4,68;;13;0,327
25/07/2019 00:30;17;5,11;2,76;;10;0,23
25/07/2019 01:30;7;2,19;4,72;;5;0,172
25/07/2019 02:30;7;1,65;4,95;;5;0,089
25/07/2019 03:30;;1,25;5,15;;;0,044
25/07/2019 04:30;11;2,52;4,35;;6;0,059
25/07/2019 05:30;;8,81;7,91;;;0,123
25/07/2019 06:30;22;21,39;11,99;;6;0,183
25/07/2019 07:30;18;26,14;30,19;;4;0,157
25/07/2019 08:30;11;18,04;35,93;;8;0,179
25/07/2019 09:30;12;13,87;37,7;;7;0,202
25/07/2019 10:30;15;12,95;38,03;;6;0,234
25/07/2019 11:30;15;12,05;40,19;;13;0,212
25/07/2019 12:30;18;9,08;45,95;;7;0,19
25/07/2019 13:30;12;13,4;41,86;;5;0,228
25/07/2019 14:30;9;12,83;44,75;;6;0,209
25/07/2019 15:30;16;13,05;43,63;;7;0,198
25/07/2019 16:30;19;17,41;37,58;;10;0,233
25/07/2019 17:30;15;21,72;36,4;;6;0,203
25/07/2019 18:30;22;30,4;29,61;;3;0,255
25/07/2019 19:30;17;27,47;20,74;;5;0,23
25/07/2019 20:30;21;21,66;12,14;;11;0,335
25/07/2019 21:30;27;18,13;6,7;;15;0,413
25/07/2019 22:30;14;8,05;5,21;;8;0,297
25/07/2019 23:30;15;7,16;5,62;;8;0,217
26/07/2019 00:30;;1,73;4,83;;;0,075
26/07/2019 01:30;;0,96;5,54;;;0,016
26/07/2019 02:30;6;0,53;6,33;;4;
26/07/2019 03:30;11;2,71;3,77;;4;0,078
26/07/2019 04:30;12;1,33;5,06;;7;0,023
26/07/2019 05:30;9;2,56;12,41;;6;0,015
26/07/2019 06:30;;8,67;20,4;;;0,087
26/07/2019 07:30;15;16,39;35,88;;8;0,122
26/07/2019 08:30;14;12,98;39,25;;10;0,119
26/07/2019 09:30;17;11,52;38,48;;11;0,115
26/07/2019 10:30;13;6,99;42,99;;10;0,094
26/07/2019 11:30;12;6,86;45,64;;8;0,109
26/07/2019 12:30;14;6,94;49,76;;5;0,124
26/07/2019 13:30;14;5,58;54,1;;4;0,112
26/07/2019 14:30;18;13,84;53,22;;6;0,186
26/07/2019 15:30;14;15,88;52,72;;9;0,197
26/07/2019 16:30;15;13,46;58,15;;11;0,166
26/07/2019 17:30;24;23,89;51,93;;9;0,201
26/07/2019 18:30;22;20,6;48,54;;7;0,175
26/07/2019 19:30;17;14,31;42,67;;13;0,126
26/07/2019 20:30;10;7,51;31,68;;8;0,068
26/07/2019 21:30;13;10,99;17,12;;6;0,106
26/07/2019 22:30;19;9,66;5,7;;8;0,242
26/07/2019 23:30;16;9,69;4,94;;13;0,292
27/07/2019 00:30;;4,87;2,34;;12;0,384
27/07/2019 01:30;17;3,66;3,33;;12;0,274
27/07/2019 02:30;17;4,08;2,64;;8;0,266
27/07/2019 03:30;21;4,14;2,57;;8;0,249
27/07/2019 04:30;22;4,45;1,82;;14;0,474
27/07/2019 05:30;26;10,55;4,28;;16;0,438
27/07/2019 06:30;25;19,75;8,49;;9;0,449
27/07/2019 07:30;34;38,38;16,91;;14;0,624
27/07/2019 08:30;21;31,84;28,1;;15;0,433
27/07/2019 09:30;13;17,78;37,24;;8;0,268
27/07/2019 10:30;13;11,44;43,39;;3;0,205
27/07/2019 11:30;8;10,11;49,86;;5;0,182
27/07/2019 12:30;17;12,64;55,81;;10;0,203
27/07/2019 13:30;12;13,28;59,19;;11;0,222
27/07/2019 14:30;18;11,53;65,14;;8;0,191
27/07/2019 15:30;16;16,18;62,6;;11;0,216
27/07/2019 16:30;22;19,27;54,91;;8;0,21
27/07/2019 17:30;24;23,29;56,38;;11;0,21
27/07/2019 18:30;17;16,28;57,97;;10;0,136
27/07/2019 19:30;20;19,26;40,84;;6;0,202
27/07/2019 20:30;28;18,22;23,22;;15;0,322
27/07/2019 21:30;;7,02;27,29;;;0,195
27/07/2019 22:30;16;4,81;13,6;;10;0,222
27/07/2019 23:30;15;6,37;10,29;;10;0,235
28/07/2019 00:30;14;3,97;4,05;;9;0,223
28/07/2019 01:30;22;4,14;3,71;;10;0,27
28/07/2019 02:30;27;4,37;3,03;;17;0,284
28/07/2019 03:30;25;4,06;3,1;;20;0,276
28/07/2019 04:30;14;2,49;4,07;;8;0,198
28/07/2019 05:30;10;7,56;7,98;;5;0,197
28/07/2019 06:30;7;12,01;21,78;;6;0,132
28/07/2019 07:30;12;12,39;48,88;;6;0,071
28/07/2019 08:30;8;8,5;50,53;;3;0,075
28/07/2019 09:30;12;11,02;46,01;;8;0,153
28/07/2019 10:30;;8,49;45,97;;;0,145
28/07/2019 11:30;9;5,82;49,73;;;0,144
28/07/2019 12:30;;5,48;55,8;;;0,16
28/07/2019 13:30;8;5,21;61,26;;;0,176
28/07/2019 14:30;12;5,51;63,63;;6;0,175
28/07/2019 15:30;;7,34;64,49;;5;0,178
28/07/2019 16:30;14;11,35;68,38;;10;0,211
28/07/2019 17:30;22;8,35;77,11;;11;0,205
28/07/2019 18:30;23;8,86;66,76;;10;0,205
28/07/2019 19:30;22;13,98;44,55;;11;0,187
28/07/2019 20:30;18;10,12;30,47;;14;0,174
28/07/2019 21:30;17;4,52;26,63;;14;0,112
28/07/2019 22:30;19;3,6;14,08;;8;0,092
28/07/2019 23:30;21;2,09;16,07;;5;0,053
29/07/2019 00:30;11;0,9;8,37;;8;0,051
29/07/2019 01:30;15;0,63;8,7;;6;0,025
29/07/2019 02:30;12;0,72;8,69;;7;0,018
29/07/2019 03:30;7;0,59;8,74;;;0,017
29/07/2019 04:30;13;0,7;8,48;;9;0,019
29/07/2019 05:30;11;1,89;19,34;;;0,027
29/07/2019 06:30;12;7,31;31,06;;11;0,066
29/07/2019 07:30;19;15,59;49,53;;8;0,123
29/07/2019 08:30;20;9,38;53,19;;11;0,112
29/07/2019 09:30;23;7,26;53,34;;7;0,129
29/07/2019 10:30;21;11,23;48,66;;10;0,194
29/07/2019 11:30;17;9,81;51,38;;13;0,193
29/07/2019 12:30;20;15,23;49,99;;8;0,224
29/07/2019 13:30;18;14,07;53,18;;7;0,221
29/07/2019 14:30;17;17,62;58,12;;11;0,237
29/07/2019 15:30;20;22,16;57,24;;12;0,273
29/07/2019 16:30;26;24,14;54,32;;15;0,238
29/07/2019 17:30;25;27,35;58,2;;15;0,221
29/07/2019 18:30;19;19,27;57,19;;8;0,205
29/07/2019 19:30;18;14,26;43,58;;10;0,188
29/07/2019 20:30;25;11,22;32,44;;15;0,186
29/07/2019 21:30;23;6,19;27,22;;13;0,17
29/07/2019 22:30;20;2,9;15,43;;12;0,097
29/07/2019 23:30;15;1,82;16,06;;8;0,046
30/07/2019 00:30;9;0,75;7,93;;6;0,032
30/07/2019 01:30;8;0,6;7,9;;5;0,021
30/07/2019 02:30;7;0,54;7,61;;;0,01
30/07/2019 03:30;6;0,49;7,31;;;0,01
30/07/2019 04:30;2;0,61;6,76;;;
30/07/2019 05:30;3;2,09;15,08;;;
30/07/2019 06:30;5;8,28;24,96;;;0,044
30/07/2019 07:30;10;19,93;38,03;;6;0,115
30/07/2019 08:30;11;16,25;40,02;;7;0,123
30/07/2019 09:30;20;11,54;42,59;;4;0,113
30/07/2019 10:30;16;11,79;43,05;;4;0,152
30/07/2019 11:30;14;13,31;46,17;;7;0,174
30/07/2019 12:30;15;14,82;54,62;;7;0,228
30/07/2019 13:30;28;20,59;58,4;;8;0,263
30/07/2019 14:30;29;21,97;59,09;;9;0,292
30/07/2019 15:30;24;25,39;52,08;;9;0,294
30/07/2019 16:30;29;33,1;45,06;;16;0,326
30/07/2019 17:30;41;52,42;28,42;;10;0,519
30/07/2019 18:30;56;55,27;16,82;;28;0,705
30/07/2019 19:30;19;28,06;22,43;;8;0,243
30/07/2019 20:30;25;19,21;15,72;;15;0,256
30/07/2019 21:30;15;11,66;14,89;;9;0,17
30/07/2019 22:30;11;5,63;8,26;;8;0,163
30/07/2019 23:30;21;7,6;6,2;;12;0,191
31/07/2019 00:30;12;3,83;3,01;;9;0,146
31/07/2019 01:30;15;3,39;3,15;;5;0,119
31/07/2019 02:30;15;3,13;3,02;;7;0,12
31/07/2019 03:30;22;1,88;4,84;;13;0,054
31/07/2019 04:30;22;2,86;3,41;;13;0,065
31/07/2019 05:30;36;7,26;8,09;;21;0,121
31/07/2019 06:30;49;18,91;9,94;;30;0,331
31/07/2019 07:30;49;37,88;17,45;;25;0,582
31/07/2019 08:30;32;34,65;27,26;;18;0,443
31/07/2019 09:30;;49,03;24,23;;;0,671
